country	year	gdpPercap
Antigua and Barbuda	1996	12104.52051
Antigua and Barbuda	1997	12387.28072
Antigua and Barbuda	1998	12613.15993
Antigua and Barbuda	1999	12826.30985
Antigua and Barbuda	2000	12738.74463
Antigua and Barbuda	2001	12770.73925
Antigua and Barbuda	2002	12874.34259
Antigua and Barbuda	2003	13346.28164
Antigua and Barbuda	2004	14114.0915
Antigua and Barbuda	2005	14579
Antigua and Barbuda	2006	16191.65458
Antigua and Barbuda	2007	16977.46399
Argentina	1950	6252.858599
Argentina	1951	6362.125843
Argentina	1952	5911.315053
Argentina	1953	6107.586028
Argentina	1954	6242.599448
Argentina	1955	6566.88202
Argentina	1956	6630.034401
Argentina	1957	6856.856212
Argentina	1958	7157.85635
Argentina	1959	6575.45436
Argentina	1960	6984.75572
Argentina	1961	7367.286043
Argentina	1962	7133.166023
Argentina	1963	6852.536341
Argentina	1964	7452.885451
Argentina	1965	8022.442672
Argentina	1966	7955.974182
Argentina	1967	8052.953021
Argentina	1968	8284.391228
Argentina	1969	8870.893961
Argentina	1970	9212.30291
Argentina	1971	9408.191221
Argentina	1972	9443.038526
Argentina	1973	9633.499469
Argentina	1974	9989.810115
Argentina	1975	9766.384046
Argentina	1976	9611.920559
Argentina	1977	10079.02674
Argentina	1978	9602.714509
Argentina	1979	10124.85647
Argentina	1980	10126.50131
Argentina	1981	9421.942886
Argentina	1982	8997.897412
Argentina	1983	9238.605312
Argentina	1984	9301.552359
Argentina	1985	8525.606139
Argentina	1986	9026.855746
Argentina	1987	9139.671389
Argentina	1988	8845.591444
Argentina	1989	8107.715406
Argentina	1990	7846.612519
Argentina	1991	8575.874906
Argentina	1992	9308.41871
Argentina	1993	9742.077436
Argentina	1994	10206.90178
Argentina	1995	9807.788607
Argentina	1996	10245.38281
Argentina	1997	10967.28195
Argentina	1998	11272.74873
Argentina	1999	10771.0783
Argentina	2000	10571.36362
Argentina	2001	9992.710539
Argentina	2002	8797.640716
Argentina	2003	9481.372262
Argentina	2004	10232.09685
Argentina	2005	11063
Argentina	2006	11881.16162
Argentina	2007	12779.37964
Armenia	1950	2241.721142
Armenia	1973	2849.086258
Armenia	1990	2809.07262
Armenia	1991	2436.614192
Armenia	1992	1442.937796
Armenia	1993	1375.723254
Armenia	1994	1498.936462
Armenia	1995	1632.305001
Armenia	1996	1731.633277
Armenia	1997	1791.34719
Armenia	1998	1928.32665
Armenia	1999	1992.959495
Armenia	2000	2114.056874
Armenia	2001	2328.459773
Armenia	2002	2692.304039
Armenia	2003	3078.901731
Armenia	2004	3413.908337
Armenia	2005	3903
Armenia	2006	4437.996338
Armenia	2007	4942.543911
Aruba	1970	4223.842296
Aruba	1971	4567.57149
Aruba	1972	4939.758007
Aruba	1973	5344.091474
Aruba	1974	5785.94293
Aruba	1975	6270.225412
Aruba	1976	6803.639373
Aruba	1977	7390.359942
Aruba	1978	8026.343035
Aruba	1979	8701.788291
Aruba	1980	9409.562085
Aruba	1981	10133.57728
Aruba	1982	10874.91495
Aruba	1983	11672.80277
Aruba	1984	12589.72147
Aruba	1985	13681.02242
Aruba	1986	15016.42866
Aruba	1987	17674.3389
Aruba	1988	21252.4093
Aruba	1989	23845.23818
Aruba	1990	24316.96867
Aruba	1991	25167.85978
Aruba	1992	25120.54961
Aruba	1993	25277.5689
Aruba	1994	25830.4829
Aruba	1995	25359.88285
Aruba	1996	24966.42801
Aruba	1997	26483.66862
Aruba	1998	27963.77489
Aruba	1999	27962.88632
Aruba	2000	28711.442
Aruba	2001	27884.98526
Aruba	2002	26467.87062
Aruba	2003	25782.76564
Aruba	2004	26972.69512
Aruba	2005	26762.65268
Aruba	2006	26691.81729
Aruba	2007	27230.67521
Australia	1950	10031.12138
Australia	1951	10160.73672
Australia	1952	10039.59564
Australia	1953	10157.91298
Australia	1954	10544.08738
Australia	1955	10864.61774
Australia	1956	10974.12837
Australia	1957	10949.64959
Australia	1958	11240.95886
Australia	1959	11678.07069
Australia	1960	11897.96372
Australia	1961	11711.50002
Australia	1962	12217.22686
Australia	1963	12722.21702
Australia	1964	13329.89726
Australia	1965	13739.92688
Australia	1966	13860.95806
Australia	1967	14526.12465
Australia	1968	15088.55836
Australia	1969	15647.10938
Australia	1970	16273.14214
Australia	1971	16633.1259
Australia	1972	16788.62948
Australia	1973	17429.71805
Australia	1974	17574.58167
Australia	1975	17824.57038
Australia	1976	18351.06793
Australia	1977	18334.19751
Australia	1978	18635.0381
Australia	1979	19380.63562
Australia	1980	19505.55452
Australia	1981	19841.87946
Australia	1982	19477.00928
Australia	1983	19214.56115
Australia	1984	20295.25294
Australia	1985	21040.4946
Australia	1986	21168.81051
Australia	1987	21888.88903
Australia	1988	22508.19078
Australia	1989	23133.97635
Australia	1990	23151.89034
Australia	1991	22893.85675
Australia	1992	23424.76683
Australia	1993	24053.10102
Australia	1994	24780.17241
Australia	1995	25518.71544
Australia	1996	26151.13247
Australia	1997	26997.93657
Australia	1998	28169.15341
Australia	1999	28983.2672
Australia	2000	29241.5145
Australia	2001	30043.24277
Australia	2002	30687.75473
Australia	2003	31634.24243
Australia	2004	32098.50615
Australia	2005	32798
Australia	2006	33480.99188
Australia	2007	34435.36744
Austria	1950	5733.098114
Austria	1951	6124.928282
Austria	1952	6137.076492
Austria	1953	6399.786948
Austria	1954	7045.971274
Austria	1955	7817.250888
Austria	1956	8348.449465
Austria	1957	8842.59803
Austria	1958	9137.296178
Austria	1959	9360.853847
Austria	1960	10083.83005
Austria	1961	10560.9654
Austria	1962	10750.72111
Austria	1963	11116.70439
Austria	1964	11705.63362
Austria	1965	11964.2821
Austria	1966	12549.33397
Austria	1967	12834.6024
Austria	1968	13335.55703
Austria	1969	14125.31596
Austria	1970	15078.76996
Austria	1971	15779.07374
Austria	1972	16661.6256
Austria	1973	17379.3273
Austria	1974	18033.975
Austria	1975	18016.36617
Austria	1976	18874.29543
Austria	1977	19749.4223
Austria	1978	19693.61751
Austria	1979	20803.39934
Austria	1980	21284.70833
Austria	1981	21220.8879
Austria	1982	21597.08362
Austria	1983	22266.66334
Austria	1984	22336.9462
Austria	1985	22821.20054
Austria	1986	23329.15536
Austria	1987	23687.82607
Austria	1988	24371.17769
Austria	1989	25307.87479
Austria	1990	26134.99521
Austria	1991	26744.39669
Austria	1992	27042.01868
Austria	1993	26882.04406
Austria	1994	27463.47863
Austria	1995	27918.81948
Austria	1996	28602.35254
Austria	1997	29095.92066
Austria	1998	30107.97838
Austria	1999	31039.61877
Austria	2000	32008.50466
Austria	2001	32196.42488
Austria	2002	32417.60769
Austria	2003	32741.18737
Austria	2004	33455.69403
Austria	2005	34108
Austria	2006	35083.94059
Austria	2007	36126.4927
Azerbaijan	1950	2854.145999
Azerbaijan	1973	4425.476369
Azerbaijan	1990	4629.494456
Azerbaijan	1991	4528.838746
Azerbaijan	1992	3455.542969
Azerbaijan	1993	2627.685931
Azerbaijan	1994	2088.928545
Azerbaijan	1995	1828.588025
Azerbaijan	1996	1843.189487
Azerbaijan	1997	1943.285094
Azerbaijan	1998	2132.381247
Azerbaijan	1999	2285.695556
Azerbaijan	2000	2533.170154
Azerbaijan	2001	2775.739802
Azerbaijan	2002	3059.179927
Azerbaijan	2003	3387.790782
Azerbaijan	2004	3760.105577
Azerbaijan	2005	4648
Azerbaijan	2006	6209.011942
Azerbaijan	2007	7708.61119
Bahamas	1950	9611.615686
Bahamas	1960	13685.51115
Bahamas	1961	14404.4065
Bahamas	1962	15117.51505
Bahamas	1963	15881.60021
Bahamas	1964	16708.0202
Bahamas	1965	17609.59195
Bahamas	1966	18377.28507
Bahamas	1967	19318.1061
Bahamas	1968	20153.21704
Bahamas	1969	21216.83633
Bahamas	1970	19420.83648
Bahamas	1971	19229.52315
Bahamas	1972	18152.43763
Bahamas	1973	19144.3247
Bahamas	1974	15633.82509
Bahamas	1975	13061.01405
Bahamas	1976	13458.39105
Bahamas	1977	14380.66603
Bahamas	1978	16071.68343
Bahamas	1979	19834.88471
Bahamas	1980	20670.459
Bahamas	1981	19643.98114
Bahamas	1982	20433.0368
Bahamas	1983	21361.93912
Bahamas	1984	21424.13801
Bahamas	1985	21869.18614
Bahamas	1986	22024.19431
Bahamas	1987	22438.01353
Bahamas	1988	22549.93421
Bahamas	1989	22669.38991
Bahamas	1990	21906.40174
Bahamas	1991	20600.50034
Bahamas	1992	19432.56931
Bahamas	1993	19119.62126
Bahamas	1994	19353.79124
Bahamas	1995	19840.90335
Bahamas	1996	20329.1399
Bahamas	1997	20990.83247
Bahamas	1998	22074.23591
Bahamas	1999	22623.02554
Bahamas	2000	22728.40826
Bahamas	2001	22600.18761
Bahamas	2002	22810.96126
Bahamas	2003	22744.75466
Bahamas	2004	22747.53458
Bahamas	2005	23021
Bahamas	2006	23512.58978
Bahamas	2007	23948.63751
Bahrain	1950	9158.26528
Bahrain	1951	9508.373034
Bahrain	1952	9867.084765
Bahrain	1953	10230.37327
Bahrain	1954	10599.69245
Bahrain	1955	10957.17293
Bahrain	1956	11308.30636
Bahrain	1957	11635.79945
Bahrain	1958	11921.7816
Bahrain	1959	12169.78864
Bahrain	1960	12373.90803
Bahrain	1961	12543.97119
Bahrain	1962	12753.27514
Bahrain	1963	13030.12917
Bahrain	1964	13372.46701
Bahrain	1965	13810.41979
Bahrain	1966	14286.4804
Bahrain	1967	14804.6727
Bahrain	1968	15319.70109
Bahrain	1969	15864.95424
Bahrain	1970	16484.33688
Bahrain	1971	17331.75586
Bahrain	1972	18268.65839
Bahrain	1973	19043.08006
Bahrain	1974	19904.54882
Bahrain	1975	17069.07085
Bahrain	1976	18770.21074
Bahrain	1977	19340.10196
Bahrain	1978	19212.87212
Bahrain	1979	18373.36647
Bahrain	1980	19096.98462
Bahrain	1981	18770.0815
Bahrain	1982	19211.14731
Bahrain	1983	19765.09222
Bahrain	1984	19830.06219
Bahrain	1985	19035.17885
Bahrain	1986	18782.86544
Bahrain	1987	18524.02406
Bahrain	1988	18571.20729
Bahrain	1989	18431.74096
Bahrain	1990	17860.39158
Bahrain	1991	18146.8564
Bahrain	1992	19035.57917
Bahrain	1993	20065.77006
Bahrain	1994	19499.25515
Bahrain	1995	19759.05719
Bahrain	1996	20101.55255
Bahrain	1997	20292.01679
Bahrain	1998	20834.14092
Bahrain	1999	21317.72228
Bahrain	2000	22015.32286
Bahrain	2001	22630.44158
Bahrain	2002	23403.55927
Bahrain	2003	24686.46498
Bahrain	2004	25659.68239
Bahrain	2005	27236
Bahrain	2006	28462.31402
Bahrain	2007	29796.04834
Bangladesh	1950	673.3711492
Bangladesh	1951	675.3403221
Bangladesh	1952	684.2441716
Bangladesh	1953	682.7215415
Bangladesh	1954	682.5485692
Bangladesh	1955	633.4855866
Bangladesh	1956	687.860854
Bangladesh	1957	661.6374577
Bangladesh	1958	635.985227
Bangladesh	1959	656.3067921
Bangladesh	1960	679.3640316
Bangladesh	1961	703.5104482
Bangladesh	1962	686.3415538
Bangladesh	1963	741.049209
Bangladesh	1964	734.0626968
Bangladesh	1965	758.0844826
Bangladesh	1966	752.5969218
Bangladesh	1967	721.1860862
Bangladesh	1968	772.1398151
Bangladesh	1969	766.6898484
Bangladesh	1970	785.1407936
Bangladesh	1971	731.0845025
Bangladesh	1972	630.2336265
Bangladesh	1973	619.9132487
Bangladesh	1974	682.131242
Bangladesh	1975	659.7209764
Bangladesh	1976	674.2066034
Bangladesh	1977	659.8772322
Bangladesh	1978	687.0598818
Bangladesh	1979	698.4684846
Bangladesh	1980	683.5393888
Bangladesh	1981	686.5680845
Bangladesh	1982	676.9818656
Bangladesh	1983	692.957842
Bangladesh	1984	713.8657578
Bangladesh	1985	719.6382971
Bangladesh	1986	735.9421772
Bangladesh	1987	751.9794035
Bangladesh	1988	759.0447399
Bangladesh	1989	763.4563728
Bangladesh	1990	798.5847008
Bangladesh	1991	810.2204465
Bangladesh	1992	837.8101643
Bangladesh	1993	862.9065016
Bangladesh	1994	884.1236841
Bangladesh	1995	912.826118
Bangladesh	1996	939.2396142
Bangladesh	1997	972.7700352
Bangladesh	1998	1005.197923
Bangladesh	1999	1034.635598
Bangladesh	2000	1075.434583
Bangladesh	2001	1110.284602
Bangladesh	2002	1136.39043
Bangladesh	2003	1171.999172
Bangladesh	2004	1221.437619
Bangladesh	2005	1268
Bangladesh	2006	1328.551978
Bangladesh	2007	1391.253792
Barbados	1950	3245.072989
Barbados	1960	5319.738549
Barbados	1961	5711.592975
Barbados	1962	6204.489468
Barbados	1963	5863.174226
Barbados	1964	6130.21461
Barbados	1965	6806.042783
Barbados	1966	7057.569286
Barbados	1967	7788.544085
Barbados	1968	8306.964284
Barbados	1969	8904.398502
Barbados	1970	9712.47609
Barbados	1971	9814.376701
Barbados	1972	9853.806374
Barbados	1973	9990.788652
Barbados	1974	11268.7188
Barbados	1975	10983.92364
Barbados	1976	11414.77621
Barbados	1977	11817.35591
Barbados	1978	12375.14086
Barbados	1979	13301.46049
Barbados	1980	13858.89822
Barbados	1981	13504.66184
Barbados	1982	12736.47247
Barbados	1983	12679.08232
Barbados	1984	13003.27342
Barbados	1985	13020.58134
Barbados	1986	13560.56435
Barbados	1987	13783.20898
Barbados	1988	14140.09281
Barbados	1989	14528.01825
Barbados	1990	13954.77684
Barbados	1991	13293.89716
Barbados	1992	12263.45331
Barbados	1993	12299.75531
Barbados	1994	12736.7545
Barbados	1995	13009.35556
Barbados	1996	13356.07747
Barbados	1997	13901.90893
Barbados	1998	14702.32104
Barbados	1999	14710.96403
Barbados	2000	14982.12294
Barbados	2001	14533.64282
Barbados	2002	14544.49305
Barbados	2003	14779.73094
Barbados	2004	15268.12566
Barbados	2005	15837
Barbados	2006	16396.13346
Barbados	2007	17023.10239
Belarus	1950	3197.981496
Belarus	1973	4958.608124
Belarus	1990	6807.781057
Belarus	1991	6693.1884
Belarus	1992	6014.406075
Belarus	1993	5528.263371
Belarus	1994	4868.615987
Belarus	1995	4355.509243
Belarus	1996	4475.405604
Belarus	1997	4987.788391
Belarus	1998	5411.861751
Belarus	1999	5602.352725
Belarus	2000	5936.237819
Belarus	2001	6225.164179
Belarus	2002	6545.789965
Belarus	2003	6999.864668
Belarus	2004	7806.724446
Belarus	2005	8541
Belarus	2006	9446.164002
Belarus	2007	10273.77418
Belgium	1950	7990.46584
Belgium	1951	8393.415992
Belgium	1952	8343.105127
Belgium	1953	8645.372292
Belgium	1954	8950.306725
Belgium	1955	9244.72546
Belgium	1956	9529.403593
Belgium	1957	9714.960623
Belgium	1958	9477.273558
Belgium	1959	9675.467689
Belgium	1960	10076.60249
Belgium	1961	10512.5111
Belgium	1962	10991.20676
Belgium	1963	11396.12839
Belgium	1964	12089.40942
Belgium	1965	12406.28806
Belgium	1966	12720.17707
Belgium	1967	13149.04119
Belgium	1968	13647.19609
Belgium	1969	14520.74226
Belgium	1970	15379.70523
Belgium	1971	15899.65951
Belgium	1972	16672.14356
Belgium	1973	17639.58142
Belgium	1974	18325.1694
Belgium	1975	18032.1155
Belgium	1976	19019.94462
Belgium	1977	19117.97448
Belgium	1978	19645.53784
Belgium	1979	20090.12043
Belgium	1980	20969.62311
Belgium	1981	20696.13378
Belgium	1982	20979.84589
Belgium	1983	20979.01253
Belgium	1984	21498.93801
Belgium	1985	21708.74541
Belgium	1986	22024.75308
Belgium	1987	22525.56308
Belgium	1988	23555.8201
Belgium	1989	24269.23182
Belgium	1990	24925.91
Belgium	1991	25293.57135
Belgium	1992	25575.57069
Belgium	1993	25229.59834
Belgium	1994	25947.30294
Belgium	1995	26480.94732
Belgium	1996	26725.49837
Belgium	1997	27561.19663
Belgium	1998	28030.61314
Belgium	1999	28937.1514
Belgium	2000	29940.2047
Belgium	2001	30092.07613
Belgium	2002	30485.88375
Belgium	2003	30736.5256
Belgium	2004	31600.01699
Belgium	2005	32077
Belgium	2006	32887.77691
Belgium	2007	33692.60508
Belize	1950	1731.132728
Belize	1960	1868.455953
Belize	1961	1893.402978
Belize	1962	1916.319613
Belize	1963	1941.286962
Belize	1964	1972.054066
Belize	1965	2008.959321
Belize	1966	2049.493677
Belize	1967	2099.158522
Belize	1968	2206.039106
Belize	1969	2275.298299
Belize	1970	2345.39737
Belize	1971	2403.225173
Belize	1972	2616.696579
Belize	1973	2724.536587
Belize	1974	3051.152409
Belize	1975	3105.445004
Belize	1976	3039.687326
Belize	1977	3158.688003
Belize	1978	3318.664398
Belize	1979	3472.14344
Belize	1980	3893.633384
Belize	1981	3841.460049
Belize	1982	3732.094919
Belize	1983	3580.4764
Belize	1984	3537.97666
Belize	1985	3484.982013
Belize	1986	3554.56711
Belize	1987	3844.931896
Belize	1988	4092.65547
Belize	1989	4542.519865
Belize	1990	4871.108698
Belize	1991	5298.352351
Belize	1992	5780.689094
Belize	1993	5958.650597
Belize	1994	5806.446871
Belize	1995	5677.099891
Belize	1996	5632.532922
Belize	1997	5631.50107
Belize	1998	5632.335083
Belize	1999	5991.9671
Belize	2000	6545.453139
Belize	2001	6669.070206
Belize	2002	6799.541995
Belize	2003	7203.578402
Belize	2004	7300.541179
Belize	2005	7290
Belize	2006	7546.272587
Belize	2007	7550.225543
Benin	1950	1104.46653
Benin	1951	1083.571326
Benin	1952	1062.7522
Benin	1953	1012.844468
Benin	1954	1021.285421
Benin	1955	1000.6625
Benin	1956	980.063476
Benin	1957	959.6010805
Benin	1958	974.0371343
Benin	1959	988.8752036
Benin	1960	996.92542
Benin	1961	1006.387154
Benin	1962	949.4990641
Benin	1963	970.3394996
Benin	1964	1012.246002
Benin	1965	1039.340013
Benin	1966	1051.665607
Benin	1967	1035.831411
Benin	1968	1048.782081
Benin	1969	1052.798147
Benin	1970	1047.170296
Benin	1971	1024.931274
Benin	1972	1085.796879
Benin	1973	1081.867638
Benin	1974	973.636253
Benin	1975	987.9579389
Benin	1976	1002.186242
Benin	1977	1029.161251
Benin	1978	1032.012149
Benin	1979	1083.174619
Benin	1980	1154.234615
Benin	1981	1186.70402
Benin	1982	1277.897616
