"","rules","support","confidence","lift","variables"
"24","{yogurt} => {other vegetables}",0.0434163701067616,0.311224489795918,1.6084565723294,"yogurt"
"25","{yogurt} => {whole milk}",0.0560244026436197,0.401603498542274,1.57173514053453,"yogurt"
"26","{bottled beer} => {fruit/vegetable juice}",0.00701576004067107,0.0871212121212121,1.20511550100158,"bottled beer"
"27","{bottled beer} => {sausage}",0.00782918149466192,0.0972222222222222,1.03482744107744,"bottled beer"
"28","{bottled beer} => {bottled water}",0.0157600406710727,0.195707070707071,1.77072588813619,"bottled beer"
"29","{bottled beer} => {tropical fruit}",0.00823589222165735,0.102272727272727,0.974663054968288,"bottled beer"
"30","{bottled beer} => {root vegetables}",0.00965937976614133,0.119949494949495,1.10046948025026,"bottled beer"
"31","{bottled beer} => {soda}",0.016980172852059,0.210858585858586,1.2092094413523,"bottled beer"
"32","{bottled beer} => {yogurt}",0.00925266903914591,0.11489898989899,0.823638167388167,"bottled beer"
"33","{bottled beer} => {rolls/buns}",0.0136248093543467,0.169191919191919,0.919846614291059,"bottled beer"
"34","{bottled beer} => {other vegetables}",0.0161667513980681,0.200757575757576,1.03754637812704,"bottled beer"
"35","{bottled beer} => {whole milk}",0.0204372140315201,0.253787878787879,0.993236684392673,"bottled beer"
"36","{tropical fruit} => {white bread}",0.00874428063040163,0.0833333333333333,1.97966988727858,"tropical fruit"
"37","{tropical fruit} => {frozen vegetables}",0.00874428063040163,0.0833333333333333,1.73273431994362,"tropical fruit"
"38","{tropical fruit} => {curd}",0.0102694458566345,0.0978682170542636,1.83689678383336,"tropical fruit"
"39","{tropical fruit} => {napkins}",0.0100660904931368,0.0959302325581395,1.83198803341612,"tropical fruit"
"40","{tropical fruit} => {pork}",0.00854092526690392,0.0813953488372093,1.41185759402814,"tropical fruit"
"41","{tropical fruit} => {frankfurter}",0.00945602440264362,0.0901162790697674,1.52809242181235,"tropical fruit"
"42","{tropical fruit} => {brown bread}",0.0106761565836299,0.101744186046512,1.56842330684552,"tropical fruit"
"43","{tropical fruit} => {margarine}",0.00935434672089476,0.0891472868217054,1.52215896856158,"tropical fruit"
"44","{tropical fruit} => {butter}",0.0099644128113879,0.0949612403100775,1.71365834577911,"tropical fruit"
"45","{tropical fruit} => {newspapers}",0.0117946110828673,0.112403100775194,1.4082605046166,"tropical fruit"
"46","{tropical fruit} => {domestic eggs}",0.0113879003558719,0.108527131782946,1.71051977738024,"tropical fruit"
"47","{tropical fruit} => {fruit/vegetable juice}",0.0137264870360956,0.130813953488372,1.80950103032087,"tropical fruit"
"48","{tropical fruit} => {whipped/sour cream}",0.0138281647178444,0.131782945736434,1.8384188245643,"tropical fruit"
"49","{tropical fruit} => {pip fruit}",0.0204372140315201,0.194767441860465,2.57464756814204,"tropical fruit"
"50","{tropical fruit} => {pastry}",0.0132180986273513,0.125968992248062,1.41589147286822,"tropical fruit"
"51","{tropical fruit} => {citrus fruit}",0.0199288256227758,0.189922480620155,2.29470220749291,"tropical fruit"
"52","{tropical fruit} => {shopping bags}",0.0135231316725979,0.128875968992248,1.30804453564371,"tropical fruit"
"53","{tropical fruit} => {sausage}",0.0139298423995933,0.132751937984496,1.41300358233498,"tropical fruit"
"54","{tropical fruit} => {bottled water}",0.0185053380782918,0.176356589147287,1.59564586408792,"tropical fruit"
"55","{tropical fruit} => {root vegetables}",0.0210472801220132,0.200581395348837,1.84022203661923,"tropical fruit"
"56","{tropical fruit} => {soda}",0.0208439247585155,0.198643410852713,1.13915915203291,"tropical fruit"
"57","{tropical fruit} => {yogurt}",0.0292831723436706,0.27906976744186,2.00047460844803,"tropical fruit"
"58","{tropical fruit} => {rolls/buns}",0.0246059989832232,0.234496124031008,1.274886334906,"tropical fruit"
"59","{tropical fruit} => {other vegetables}",0.0358922216573462,0.342054263565891,1.7677896385552,"tropical fruit"
"60","{tropical fruit} => {whole milk}",0.0422979156075241,0.403100775193798,1.57759495584202,"tropical fruit"
