"","rules","support","confidence","lift","variables"
"55","{10070101 - Cluster Positioning for Cows} => {10030101 - Oil Vane Style Pump}",0.00209948320413437,0.185714285714286,12.4993788819876,"10030101 - Oil Vane Style Pump"
"56","{80905005 - Global/unspecific Electro Terminal Blocks/Connecto} => {10030101 - Oil Vane Style Pump}",0.00290697674418605,0.382978723404255,25.7761332099907,"10030101 - Oil Vane Style Pump"
"57","{82048099 - Parlour ID Attachment Parts} => {10030101 - Oil Vane Style Pump}",0.00436046511627907,0.675,45.4304347826087,"10030101 - Oil Vane Style Pump"
"58","{81090102 - Clusters Shells} => {10030101 - Oil Vane Style Pump}",0.00290697674418605,0.236842105263158,15.9405034324943,"10030101 - Oil Vane Style Pump"
"59","{81096104 - Clusters Rubber long Vacuum Tubes} => {10030101 - Oil Vane Style Pump}",0.00258397932816537,0.266666666666667,17.9478260869565,"10030101 - Oil Vane Style Pump"
"60","{81056199 - Cleaning Rubber general/others} => {10030101 - Oil Vane Style Pump}",0.00193798449612403,0.136363636363636,9.17786561264822,"10030101 - Oil Vane Style Pump"
"61","{20050106 - Milk Samplers} => {10030101 - Oil Vane Style Pump}",0.00500645994832041,0.75609756097561,50.8886532343584,"10030101 - Oil Vane Style Pump"
"62","{10040402 - Pipe Stainless Steel metric} => {10030101 - Oil Vane Style Pump}",0.00436046511627907,0.658536585365854,44.322375397667,"10030101 - Oil Vane Style Pump"
"63","{82025101 - Network Electronics VC3-Network} => {10030101 - Oil Vane Style Pump}",0.0017764857881137,0.108910891089109,7.33017649591046,"10030101 - Oil Vane Style Pump"
"64","{10040102 - Milk Receiver Pump, Stainless Steel} => {10030101 - Oil Vane Style Pump}",0.00532945736434109,0.75,50.4782608695652,"10030101 - Oil Vane Style Pump"
"65","{10091102 - Classic 300} => {10030101 - Oil Vane Style Pump}",0.00306847545219638,0.223529411764706,15.0445012787724,"10030101 - Oil Vane Style Pump"
"66","{10069998 - Pulsation diverse attachement parts} => {10030101 - Oil Vane Style Pump}",0.00500645994832041,0.673913043478261,45.3572778827977,"10030101 - Oil Vane Style Pump"
"67","{10040201 - Milk Filter} => {10030101 - Oil Vane Style Pump}",0.00500645994832041,0.645833333333333,43.4673913043478,"10030101 - Oil Vane Style Pump"
"68","{10080106 - Milking Control Units DeMax for Milking Parlours w} => {10030101 - Oil Vane Style Pump}",0.00549095607235142,0.68,45.7669565217391,"10030101 - Oil Vane Style Pump"
"69","{10010898 - Milking Parlour Accessories} => {10030101 - Oil Vane Style Pump}",0.00500645994832041,0.543859649122807,36.604118993135,"10030101 - Oil Vane Style Pump"
"70","{20030101 - Identification (Responder) complete} => {10030101 - Oil Vane Style Pump}",0.00274547803617571,0.140495867768595,9.45598275242544,"10030101 - Oil Vane Style Pump"
"71","{10050102 - Through System Washers} => {10030101 - Oil Vane Style Pump}",0.00613695090439277,0.5,33.6521739130435,"10030101 - Oil Vane Style Pump"
"72","{20050104 - Milk Metering with accessories} => {10030101 - Oil Vane Style Pump}",0.00516795865633075,0.390243902439024,26.2651113467656,"10030101 - Oil Vane Style Pump"
"73","{81048001 - Milk Handling Fixing/Fitting Milk Line Connection} => {10030101 - Oil Vane Style Pump}",0.00322997416020672,0.21505376344086,14.4740532959327,"10030101 - Oil Vane Style Pump"
"74","{20040101 - Parlour ID for Cows Herringbone Parlours, ATD and } => {10030101 - Oil Vane Style Pump}",0.00742894056847545,0.534883720930233,36,"10030101 - Oil Vane Style Pump"
"75","{20050102 - Milking Control Units with or without Milk Meterin} => {10030101 - Oil Vane Style Pump}",0.00532945736434109,0.358695652173913,24.1417769376181,"10030101 - Oil Vane Style Pump"
"76","{20010501 - Dairyplan-CDs} => {10030101 - Oil Vane Style Pump}",0.00791343669250646,0.653333333333333,43.9721739130435,"10030101 - Oil Vane Style Pump"
"77","{81038099 - Vacuum Technology Fitting/Fixing Parts general/oth} => {10030101 - Oil Vane Style Pump}",0.00565245478036176,0.275590551181102,18.5484423142759,"10030101 - Oil Vane Style Pump"
"78","{20020199 - Elektronik hardware VC3} => {10030101 - Oil Vane Style Pump}",0.00678294573643411,0.525,35.3347826086957,"10030101 - Oil Vane Style Pump"
"79","{10040503 - Accessories Milk Lines Stainless Steel inch} => {10030101 - Oil Vane Style Pump}",0.00759043927648579,0.534090909090909,35.9466403162055,"10030101 - Oil Vane Style Pump"
"80","{81096203 - Clusters PVC long Vacuum Tubes} => {10030101 - Oil Vane Style Pump}",0.00355297157622739,0.149659863945578,10.072759538598,"10030101 - Oil Vane Style Pump"
"81","{10030501 - Vacuum Tanks} => {10030101 - Oil Vane Style Pump}",0.0100129198966408,0.939393939393939,63.2252964426877,"10030101 - Oil Vane Style Pump"
"82","{10010899 - Milking Parlour Accessories others} => {10030101 - Oil Vane Style Pump}",0.00904392764857881,0.777777777777778,52.3478260869565,"10030101 - Oil Vane Style Pump"
"83","{81010108 - Leonardo Installations} => {10030101 - Oil Vane Style Pump}",0.00936692506459948,0.783783783783784,52.7520564042303,"10030101 - Oil Vane Style Pump"
"84","{10019898 - Milking Parlour Frames diverse attachment parts} => {10030101 - Oil Vane Style Pump}",0.00936692506459948,0.623655913978495,41.9747545582048,"10030101 - Oil Vane Style Pump"
"85","{10030699 - Frequency Converter Vacuum Pumps} => {10030101 - Oil Vane Style Pump}",0.0127583979328165,0.858695652173913,57.7939508506616,"10030101 - Oil Vane Style Pump"
"86","{20020499 - Electronic Hardware other versions} => {10030101 - Oil Vane Style Pump}",0.00823643410852713,0.621951219512195,41.8600212089077,"10030101 - Oil Vane Style Pump"
"87","{20030201 - Activity Sensor} => {10030101 - Oil Vane Style Pump}",0.0040374677002584,0.117924528301887,7.93683347005743,"10030101 - Oil Vane Style Pump"
"88","{10030801 - Vacuum Pipes Plastic} => {10030101 - Oil Vane Style Pump}",0.0100129198966408,0.784810126582278,52.821133736929,"10030101 - Oil Vane Style Pump"
"89","{81096102 - Clusters Rubber long Milk Tubes} => {10030101 - Oil Vane Style Pump}",0.00290697674418605,0.125874125874126,8.47187595013682,"10030101 - Oil Vane Style Pump"
"90","{10030703 - Vacuum Regulators (servo-controlled)} => {10030101 - Oil Vane Style Pump}",0.00985142118863049,0.709302325581395,47.7391304347826,"10030101 - Oil Vane Style Pump"
"91","{95010101 - Tools} => {10030101 - Oil Vane Style Pump}",0.00872093023255814,0.524271844660194,35.2857745884339,"10030101 - Oil Vane Style Pump"
"92","{20020299 - Electronic Hardware DPNET} => {10030101 - Oil Vane Style Pump}",0.00904392764857881,0.48695652173913,32.7742911153119,"10030101 - Oil Vane Style Pump"
"93","{81096105 - Clusters Rubber short Vacuum Tubes} => {10030101 - Oil Vane Style Pump}",0.00371447028423773,0.115577889447236,7.77889447236181,"10030101 - Oil Vane Style Pump"
"94","{80905008 - Global/unspecific Electro Cables} => {10030101 - Oil Vane Style Pump}",0.00952842377260982,0.479674796747967,32.2841993637328,"10030101 - Oil Vane Style Pump"
"95","{81039999 - Vacuum Technology general/others} => {10030101 - Oil Vane Style Pump}",0.00662144702842377,0.180616740088106,12.1562918981038,"10030101 - Oil Vane Style Pump"
"96","{10030804 - Vacuum Distribution System Accessories} => {10030101 - Oil Vane Style Pump}",0.0108204134366925,0.603603603603604,40.6251468860165,"10030101 - Oil Vane Style Pump"
"97","{10040502 - Accessories Milk Lines Stainless Steel  metric} => {10030101 - Oil Vane Style Pump}",0.00500645994832041,0.198717948717949,13.3745819397993,"10030101 - Oil Vane Style Pump"
"98","{10999999 - Global/unspecific others} => {10030101 - Oil Vane Style Pump}",0.0119509043927649,0.459627329192547,30.9349176343505,"10030101 - Oil Vane Style Pump"
"99","{81046199 - Milk Handling Rubber general/others} => {10030101 - Oil Vane Style Pump}",0.00355297157622739,0.118918918918919,8.00376028202115,"10030101 - Oil Vane Style Pump"
"100","{81096002 - Clusters Silicone long Milk Tubes} => {10030101 - Oil Vane Style Pump}",0.00532945736434109,0.125,8.41304347826087,"10030101 - Oil Vane Style Pump"
"101","{82030101 - ID Tags/Labels Collars and Accessories} => {10030101 - Oil Vane Style Pump}",0.00500645994832041,0.110320284697509,7.42503481355408,"10030101 - Oil Vane Style Pump"
"102","{80908001 - Global/unspecific Screws / Nuts / Washers / Rivets} => {10030101 - Oil Vane Style Pump}",0.00452196382428941,0.0933333333333333,6.28173913043478,"10030101 - Oil Vane Style Pump"
"103","{80906199 - global/unspececific Rubber Parts others} => {10030101 - Oil Vane Style Pump}",0.00775193798449612,0.199170124481328,13.4050153346563,"10030101 - Oil Vane Style Pump"
"104","{10010302 - Herringbone Parlour Euroclass 1200,10010303 - Herringbone Parlour Euroclass 800} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"105","{10010303 - Herringbone Parlour Euroclass 800,82048099 - Parlour ID Attachment Parts} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"106","{10010303 - Herringbone Parlour Euroclass 800,10010898 - Milking Parlour Accessories} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"107","{10010303 - Herringbone Parlour Euroclass 800,10050102 - Through System Washers} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.777777777777778,52.3478260869565,"10030101 - Oil Vane Style Pump"
"108","{10010303 - Herringbone Parlour Euroclass 800,20050104 - Milk Metering with accessories} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"109","{10010303 - Herringbone Parlour Euroclass 800,20050102 - Milking Control Units with or without Milk Meterin} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"110","{10010303 - Herringbone Parlour Euroclass 800,10010899 - Milking Parlour Accessories others} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"111","{10010303 - Herringbone Parlour Euroclass 800,10030699 - Frequency Converter Vacuum Pumps} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,1,67.304347826087,"10030101 - Oil Vane Style Pump"
"112","{10010303 - Herringbone Parlour Euroclass 800,20020299 - Electronic Hardware DPNET} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"113","{10010303 - Herringbone Parlour Euroclass 800,10030804 - Vacuum Distribution System Accessories} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"114","{10010303 - Herringbone Parlour Euroclass 800,10999999 - Global/unspecific others} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"115","{50500601 - Support posts,95030101 - Poster} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"116","{50500601 - Support posts,82078001 - Attachment Parts Selection for Cows} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"117","{10040403 - Milk Pipe Stainless Steel Inch,50500601 - Support posts} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.7,47.1130434782609,"10030101 - Oil Vane Style Pump"
"118","{50500601 - Support posts,80015099 - Compressed Air Electro general/general/others} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"119","{20070101 - Parlour Selection for Cows,50500601 - Support posts} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.888888888888889,59.8260869565217,"10030101 - Oil Vane Style Pump"
"120","{20070102 - Selection AMS for Cows,50500601 - Support posts} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.8,53.8434782608696,"10030101 - Oil Vane Style Pump"
"121","{10010503 - Mione,50500601 - Support posts} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.888888888888889,59.8260869565217,"10030101 - Oil Vane Style Pump"
"122","{50500601 - Support posts,81036199 - Vacuum Technology Rubber general/others} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.888888888888889,59.8260869565217,"10030101 - Oil Vane Style Pump"
"123","{50500601 - Support posts,81038099 - Vacuum Technology Fitting/Fixing Parts general/oth} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.8,53.8434782608696,"10030101 - Oil Vane Style Pump"
"124","{10040503 - Accessories Milk Lines Stainless Steel inch,50500601 - Support posts} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"125","{10030501 - Vacuum Tanks,50500601 - Support posts} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,1,67.304347826087,"10030101 - Oil Vane Style Pump"
"126","{10010899 - Milking Parlour Accessories others,50500601 - Support posts} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.8,53.8434782608696,"10030101 - Oil Vane Style Pump"
"127","{50500601 - Support posts,81010108 - Leonardo Installations} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.888888888888889,59.8260869565217,"10030101 - Oil Vane Style Pump"
"128","{10030699 - Frequency Converter Vacuum Pumps,50500601 - Support posts} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,1,67.304347826087,"10030101 - Oil Vane Style Pump"
"129","{10030801 - Vacuum Pipes Plastic,50500601 - Support posts} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.8,53.8434782608696,"10030101 - Oil Vane Style Pump"
"130","{10030703 - Vacuum Regulators (servo-controlled),50500601 - Support posts} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,1,67.304347826087,"10030101 - Oil Vane Style Pump"
"131","{50500601 - Support posts,95010101 - Tools} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.777777777777778,52.3478260869565,"10030101 - Oil Vane Style Pump"
"132","{50500601 - Support posts,80905008 - Global/unspecific Electro Cables} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.777777777777778,52.3478260869565,"10030101 - Oil Vane Style Pump"
"133","{50500601 - Support posts,81039999 - Vacuum Technology general/others} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.888888888888889,59.8260869565217,"10030101 - Oil Vane Style Pump"
"134","{10030804 - Vacuum Distribution System Accessories,50500601 - Support posts} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.8,53.8434782608696,"10030101 - Oil Vane Style Pump"
"135","{10999999 - Global/unspecific others,50500601 - Support posts} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.888888888888889,59.8260869565217,"10030101 - Oil Vane Style Pump"
"136","{50500601 - Support posts,81010109 - Milking System - AMS Multibox} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.666666666666667,44.8695652173913,"10030101 - Oil Vane Style Pump"
"137","{20060201 - Concentrate Feeders for Calfs,82048099 - Parlour ID Attachment Parts} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.777777777777778,52.3478260869565,"10030101 - Oil Vane Style Pump"
"138","{20050106 - Milk Samplers,20060201 - Concentrate Feeders for Calfs} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,1,67.304347826087,"10030101 - Oil Vane Style Pump"
"139","{10010898 - Milking Parlour Accessories,20060201 - Concentrate Feeders for Calfs} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,1,67.304347826087,"10030101 - Oil Vane Style Pump"
"140","{20050104 - Milk Metering with accessories,20060201 - Concentrate Feeders for Calfs} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,1,67.304347826087,"10030101 - Oil Vane Style Pump"
"141","{20050102 - Milking Control Units with or without Milk Meterin,20060201 - Concentrate Feeders for Calfs} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"142","{20010501 - Dairyplan-CDs,20060201 - Concentrate Feeders for Calfs} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.777777777777778,52.3478260869565,"10030101 - Oil Vane Style Pump"
"143","{20020199 - Elektronik hardware VC3,20060201 - Concentrate Feeders for Calfs} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.727272727272727,48.9486166007905,"10030101 - Oil Vane Style Pump"
"144","{10030699 - Frequency Converter Vacuum Pumps,20060201 - Concentrate Feeders for Calfs} => {10030101 - Oil Vane Style Pump}",0.00145348837209302,1,67.304347826087,"10030101 - Oil Vane Style Pump"
"145","{20020499 - Electronic Hardware other versions,20060201 - Concentrate Feeders for Calfs} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.8,53.8434782608696,"10030101 - Oil Vane Style Pump"
"146","{20020299 - Electronic Hardware DPNET,20060201 - Concentrate Feeders for Calfs} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.8,53.8434782608696,"10030101 - Oil Vane Style Pump"
"147","{20060201 - Concentrate Feeders for Calfs,81096105 - Clusters Rubber short Vacuum Tubes} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,1,67.304347826087,"10030101 - Oil Vane Style Pump"
"148","{20060201 - Concentrate Feeders for Calfs,80905008 - Global/unspecific Electro Cables} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.8,53.8434782608696,"10030101 - Oil Vane Style Pump"
"149","{10999999 - Global/unspecific others,20060201 - Concentrate Feeders for Calfs} => {10030101 - Oil Vane Style Pump}",0.00129198966408269,0.888888888888889,59.8260869565217,"10030101 - Oil Vane Style Pump"
"150","{10010801 - Milking Parlour Raceway,10040102 - Milk Receiver Pump, Stainless Steel} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"151","{10010801 - Milking Parlour Raceway,10069998 - Pulsation diverse attachement parts} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"152","{10010801 - Milking Parlour Raceway,10040201 - Milk Filter} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"153","{10010801 - Milking Parlour Raceway,10080106 - Milking Control Units DeMax for Milking Parlours w} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
"154","{10010801 - Milking Parlour Raceway,10010898 - Milking Parlour Accessories} => {10030101 - Oil Vane Style Pump}",0.00113049095607235,0.875,58.8913043478261,"10030101 - Oil Vane Style Pump"
