"Id","Sales"
17979,7684.42601477434
18835,7643.77368878336
19691,7879.86054267409
20547,9013.45038881966
21403,0
22259,6407.66967934068
23115,10117.4001627378
23971,10463.0143085262
24827,9931.31261961858
25683,11178.0556522511
26539,12602.7668330498
27395,0
28251,6407.66967934068
29107,8250.62709687536
29963,7684.42601477434
30819,7643.77368878336
31675,7879.86054267409
32531,9013.45038881966
33387,0
34243,6407.66967934068
35099,10117.4001627378
35955,10463.0143085262
36811,9931.31261961858
37667,11178.0556522511
38523,12602.7668330498
39379,0
40235,6407.66967934068
4,6655.95272776178
860,6490.9301076614
1716,7313.06017010524
2572,8883.27174899649
3428,0
4284,3099.56827068643
5140,4965.58967201638
5996,5389.03721103583
6852,4969.59126505673
7708,4885.78813033216
8564,5391.7417081789
9420,0
10276,3099.56827068643
11132,6158.78572936455
11988,6655.95272776178
12844,6490.9301076614
13700,7313.06017010524
14556,8870.35011751309
15412,0
16268,3099.56827068643
17124,5125.2218022122
17980,5535.43411668822
18836,4976.1096903766
19692,5030.87489147048
20548,5573.61888629049
21404,0
22260,3099.56827068643
23116,6417.91877079101
23972,6470.67202321113
24828,6331.62267051248
25684,7099.20822963217
26540,8495.76852310463
27396,0
28252,3099.56827068643
29108,5125.2218022122
29964,5535.43411668822
30820,4976.1096903766
31676,5030.87489147048
32532,5573.61888629049
33388,0
34244,3099.56827068643
35100,6417.91877079101
35956,6470.67202321113
36812,6331.62267051248
37668,7099.20822963217
38524,8495.76852310463
39380,0
40236,3099.56827068643
5,6604.63611357064
861,6841.9186289918
1717,8151.66369867932
2573,10405.2149779133
3429,0
4285,5625.38455350699
5141,6051.11669501898
5997,5784.97396622874
6853,5742.65682582557
7709,5818.87854402468
8565,6737.42638887188
9421,0
10277,5625.38455350699
11133,6993.34074495796
11989,6604.63611357064
12845,6841.9186289918
13701,8151.66369867932
14557,10552.9585508873
15413,0
16269,5633.80271298671
17125,6292.47809779849
17981,5899.22205697326
18837,5692.01442615306
19693,5909.9087475831
20549,6737.42638887188
21405,0
22261,5633.80271298671
23117,7109.1093301047
23973,6980.59138375824
24829,7296.65958841364
25685,8151.66369867932
26541,10552.9585508873
27397,0
28253,5633.80271298671
29109,6292.47809779849
29965,5899.22205697326
30821,5692.01442615306
31677,5866.94143662687
32533,6777.25020693224
33389,0
34245,5633.80271298671
35101,6830.56122450606
35957,6861.22205467653
36813,7022.1905293605
37669,7976.32716149132
38525,10642.7673906117
39381,0
40237,5633.80271298671
6,5517.84133389648
862,5481.01984614773
1718,6327.0869998656
2574,7187.19468005653
3430,0
4286,4778.07556762939
5142,5301.09171897501
5998,4938.97197371393
6854,5003.67247812175
7710,5041.20042691759
8566,5627.67296963598
9422,0
10278,4778.07556762939
11134,5508.20183195342
11990,5517.84133389648
12846,5657.95135591512
13702,6250.32550736066
14558,7033.32109747303
15414,0
16270,4612.87289759331
17126,5134.17112152671
17982,4540.6652669762
18838,4588.98065411907
19694,4707.92322490179
20550,5448.8189633551
21406,0
22262,4612.87289759331
23118,5774.71364596281
23974,5622.98014344019
24830,5567.56045474487
25686,6250.32550736066
26542,7033.32109747303
27398,0
28254,4612.87289759331
29110,5134.17112152671
29966,4540.6652669762
30822,4588.98065411907
31678,4707.92322490179
32534,5448.8189633551
33390,0
34246,4612.87289759331
35102,5774.71364596281
35958,5622.98014344019
36814,5567.56045474487
37670,6250.32550736066
38526,7033.32109747303
39382,0
40238,4612.87289759331
7,7713.20880128649
863,8254.2092221056
1719,8746.43479389945
2575,9491.08359761727
3431,0
4287,5979.0382962333
5143,6396.68827795916
5999,6468.2018962165
6855,6411.23812058364
7711,6383.57293866397
8567,6613.95920277556
9423,0
10279,5979.0382962333
11135,7800.0656786615
11991,7713.20880128649
12847,8254.2092221056
13703,8746.43479389945
14559,9593.77465723658
15415,0
16271,5881.17838266129
17127,6538.70474171609
17983,6528.19678759073
18839,6909.98281801438
19695,6693.65529416747
20551,7164.21516670384
21407,0
22263,5881.17838266129
23119,8586.02090297737
23975,8090.97447658386
24831,8459.87063559422
25687,8329.24195845312
26543,10096.6630964545
27399,0
28255,5881.17838266129
29111,6538.70474171609
29967,6528.19678759073
30823,6909.98281801438
31679,6693.65529416747
32535,7164.21516670384
33391,0
34247,5881.17838266129
35103,8586.02090297737
35959,8090.97447658386
36815,8459.87063559422
37671,8329.24195845312
38527,10096.6630964545
39383,0
40239,5881.17838266129
8,7779.21859678064
864,7895.67153315591
1720,9113.87786896687
2576,10526.9885331928
3432,0
4288,5816.29990559646
5144,5942.76186636336
6000,5968.60747577091
6856,6039.2195557864
7712,5984.38154981767
8568,6330.01160102137
9424,0
10280,5816.29990559646
11136,7848.07372051037
11992,7779.21859678064
12848,7895.67153315591
13704,9113.87786896687
14560,10330.6622491548
15416,0
16272,5795.17623126536
17128,5989.63759578568
17984,5960.18541439394
18840,6069.83102749522
19696,5995.54329756454
20552,6488.8198750554
21408,0
22264,5795.17623126536
23120,8141.00649955538
23976,8257.65979569221
24832,8201.77759876436
25688,8739.35262863629
26544,10109.9263690005
27400,0
28256,5795.17623126536
29112,5989.63759578568
29968,5960.18541439394
30824,6069.83102749522
31680,5995.54329756454
32536,6488.8198750554
33392,0
34248,5795.17623126536
35104,8141.00649955538
35960,8257.65979569221
36816,8201.77759876436
37672,8739.35262863629
38528,10109.9263690005
39384,0
40240,5795.17623126536
9,5798.97498099731
865,6653.7165040516
1721,6330.33281604194
2577,7747.30934836275
3433,0
4289,4361.2186208457
5145,3631.30194187128
6001,4028.70111378899
6857,3421.92664839079
7713,3332.91739340345
8569,3606.79640681657
9425,0
10281,4361.2186208457
11137,6573.52269261534
11993,5630.28238383381
12849,6471.74231351001
13705,6230.27208092567
14561,7808.14339423666
15417,0
16273,4345.43705670163
17129,3725.56006433854
17985,4050.54388799712
18841,3421.92664839079
19697,3343.46859707943
20553,3548.93279864646
21409,0
22265,4345.43705670163
23121,6573.52269261534
23977,5664.60951991611
24833,6488.52465814498
25689,6258.86495287714
26545,7808.14339423666
27401,0
28257,0
29113,3725.56006433854
29969,4050.54388799712
30825,3421.92664839079
31681,3343.46859707943
32537,3548.93279864646
33393,0
34249,1.3114747974249
35105,6573.52269261534
35961,5664.60951991611
36817,6488.52465814498
37673,6258.86495287714
38529,7808.14339423666
39385,0
40241,4345.43705670163
10,5964.49451787879
866,5920.60349973137
1722,6641.40630595428
2578,7507.21241675184
3434,0
4290,3256.08143244972
5146,5118.40214185787
6002,4771.46148343877
6858,4817.07347266762
7714,4675.85290627247
8570,5029.64319802114
9426,0
10282,3256.08143244972
11138,6014.14716633463
11994,5964.49451787879
12850,5920.60349973137
13706,6641.40630595428
14562,7547.60071165143
15418,0
16274,3352.73104757805
17130,5142.18932635003
17986,4781.29574256237
18842,4841.42791269862
19698,4747.98290602822
20554,4992.06841214411
21410,0
22266,3352.73104757805
23122,5974.15338413308
23978,5893.79348136511
24834,5966.46328474082
25690,6633.78434623449
26546,7547.60071165143
27402,0
28258,3352.73104757805
29114,5142.18932635003
29970,4781.29574256237
30826,4841.42791269862
31682,4633.74137468212
32538,5195.80896932188
33394,0
34250,3352.73104757805
35106,5886.54256155705
35962,5584.91218066956
36818,5689.72155943892
37674,6559.10258901847
38530,7255.255182795
39386,0
40242,3352.73104757805
11,7567.63300683737
867,7533.41852701649
1723,8074.40200255986
2579,9661.77697937731
3435,0
4291,5806.92113514414
5147,5959.68458434144
6003,5728.72400426707
6859,5803.48694664356
7715,5743.18379300141
8571,5983.48715664884
9427,0
10283,5806.92113514414
11139,7881.07217862117
11995,7567.63300683737
12851,7533.41852701649
13707,8074.40200255986
14563,9466.91294937214
15419,0
16275,5950.16375040718
17131,6046.45376531149
17987,5786.1394714233
18843,5522.31526804682
19699,5559.9354198544
20555,6206.29890310667
21411,0
22267,5950.16375040718
23123,8069.76022126001
23979,7740.66694245966
24835,7624.9455453225
25691,7832.42451951126
26547,9470.87583770759
27403,0
28259,5950.16375040718
29115,6046.45376531149
29971,5786.1394714233
30827,5522.31526804682
31683,5559.9354198544
32539,6206.29890310667
33395,0
34251,5950.16375040718
35107,8069.76022126001
35963,7740.66694245966
36819,7624.9455453225
37675,7832.42451951126
38531,9470.87583770759
39387,0
40243,5950.16375040718
12,7874.14386442316
868,7883.79076915986
1724,8975.25492373993
2580,10582.9859442701
3436,0
4292,5482.16386536396
5148,5879.12279330148
6004,6091.53323510894
6860,6265.46872467378
7716,6406.2787883324
8572,6606.47081926393
9428,0
10284,5482.16386536396
11140,7789.85843114088
11996,7828.2749892705
12852,7828.2749892705
13708,8623.87277335364
14564,10108.9043123969
15420,0
16276,5482.16386536396
17132,6024.91385926752
17988,6091.53323510894
18844,6265.46872467378
19700,6267.07114076934
20556,6606.47081926393
21412,0
22268,5482.16386536396
23124,7680.81420572797
23980,7730.21520528623
24836,7711.55883792272
25692,8623.87277335364
26548,10108.9043123969
27404,0
28260,5482.16386536396
29116,6024.91385926752
29972,6091.53323510894
30828,6265.46872467378
31684,6267.07114076934
32540,6606.47081926393
33396,0
34252,5482.16386536396
35108,7680.81420572797
35964,7730.21520528623
36820,7711.55883792272
37676,8623.87277335364
38532,10108.9043123969
39388,0
40244,5482.16386536396
13,7192.64525580581
869,7197.01802781381
1725,7932.52439022879
2581,9251.96833702229
3437,0
4293,4215.12514024999
5149,5836.17997649516
6005,5378.03732807666
6861,5328.30545534731
7717,5381.03348147104
8573,5751.75461198478
9429,0
10285,4215.12514024999
11141,7262.75006360635
11997,7192.64525580581
12853,7197.01802781381
13709,7932.52439022879
14565,9768.18064258538
15421,0
16277,4215.12514024999
17133,6011.91665849932
17989,5649.43676587507
18845,5337.06813938656
19701,5340.014476631
20557,5850.22956784053
21413,0
22269,4215.12514024999
23125,7379.89835554848
23981,7338.46473423287
24837,7627.50595433312
25693,7903.79622854562
26549,9768.18064258538
27405,0
28261,4215.12514024999
29117,6011.91665849932
29973,5649.43676587507
30829,5337.06813938656
31685,5248.98466389069
32541,5630.22545778213
33397,0
34253,4215.12514024999
35109,7161.5329224821
35965,7194.28988039054
36821,7172.94179394375
37677,7478.86438297277
38533,10028.2559893631
39389,0
40245,4215.12514024999
14,8151.35814745629
870,8099.18423958032
1726,8858.610655883
2582,10259.6365231873
3438,0
4294,5717.68749077181
5150,6623.83055756209
6006,7991.32932203243
6862,7683.76419904737
7718,7741.93766601577
8574,8393.67615652752
9430,0
10286,5717.68749077181
11142,8034.11795089751
11998,8350.28762780022
12854,8362.98457274945
13710,8896.34032664733
14566,10289.8529390438
15422,0
16278,5717.68749077181
17134,6369.33251964261
17990,7940.22350064799
18846,7671.45880963313
19702,7672.56302844576
20558,8393.67615652752
21414,0
22270,5717.68749077181
23126,8074.88642907832
23982,8378.60759465956
24838,8377.18204721955
25694,8896.34032664733
26550,10289.8529390438
27406,0
28262,0
29118,6369.33251964261
29974,7940.22350064799
30830,7671.45880963313
31686,7672.56302844576
32542,8393.67615652752
33398,0
34254,5717.68749077181
35110,8074.88642907832
35966,8378.60759465956
36822,8377.18204721955
37678,8896.34032664733
38534,10289.8529390438
39390,0
40246,5717.68749077181
15,5529.13976706306
871,5755.3108035016
1727,6945.04038711675
2583,8630.64816140732
3439,0
4295,5166.48915489983
5151,4437.06680944849
6007,3728.29492389687
6863,3756.56339602284
7719,3821.26089365133
8575,4180.69237211492
9431,0
10287,5166.48915489983
11143,6794.85642085132
11999,5749.32855340219
12855,5945.69259135837
13711,7006.63531127691
14567,8313.59044638911
15423,0
16279,5019.03396427435
17135,4262.97346689345
17991,3874.2597189667
18847,3738.46319571031
19703,3898.10002754344
20559,4392.56500996944
21415,0
22271,5019.03396427435
23127,6922.87462107978
23983,5815.30693245052
24839,6058.32354721399
25695,6926.02172343315
26551,8313.59044638911
27407,0
28263,5019.03396427435
29119,4262.97346689345
29975,3874.2597189667
30831,3738.46319571031
31687,3898.10002754344
32543,4392.56500996944
33399,0
34255,5019.03396427435
35111,6922.87462107978
35967,5815.30693245052
36823,6058.32354721399
37679,6926.02172343315
38535,8313.59044638911
39391,0
40247,5019.03396427435
16,4659.31349022061
872,4719.95499677764
1728,5325.46513875556
2584,6629.5716202248
3440,0
4296,3207.34315430199
5152,4148.38800268549
6008,3787.5442796406
6864,3856.57489208724
7720,3918.30912398503
8576,4025.49653933384
9432,0
10288,3207.34315430199
11144,5025.01804491591
12000,4751.59659709414
12856,4886.48957152078
13712,5493.92951383956
14568,6500.56516549016
15424,0
16280,3207.34315430199
17136,4256.53201010611
17992,3726.8745374369
18848,3903.64653656255
19704,3918.30912398503
20560,4029.82804552027
21416,0
22272,3207.34315430199
23128,5222.96655141045
23984,4799.47974127416
24840,4888.00885138718
25696,5430.70880191125
26552,6500.56516549016
27408,0
28264,0
29120,4256.53201010611
29976,3726.8745374369
30832,3903.64653656255
31688,3918.30912398503
32544,4029.82804552027
33400,0
34256,3207.34315430199
35112,5222.96655141045
35968,4799.47974127416
36824,4888.00885138718
37680,5430.70880191125
38536,6500.56516549016
39392,0
40248,3207.34315430199
17,5642.03972594147
873,5914.86017814708
1729,6294.53769637811
2585,7791.14911889516
3441,0
4297,4160.8122778314
5153,4546.37356636195
6009,4323.98299030467
6865,4114.71614383583
7721,3870.58217538922
8577,5038.70441094693
9433,0
10289,4160.8122778314
11145,6017.15154325793
12001,5687.46976064885
12857,5759.96625777155
13713,6392.63219245476
14569,7933.24167930576
15425,0
16281,4319.90153838912
17137,4614.52192169933
17993,4049.71131315767
18849,4101.01074959951
19705,4207.31472224898
20561,4763.80993709293
21417,0
22273,4319.90153838912
23129,5996.12949802143
23985,5687.96453737812
24841,5760.46734016494
25697,6406.42421886464
26553,7933.24167930576
27409,0
28265,4319.90153838912
29121,4614.52192169933
29977,4049.71131315767
30833,4101.01074959951
31689,4207.31472224898
32545,4763.80993709293
33401,0
34257,4319.90153838912
35113,5996.12949802143
35969,5687.96453737812
36825,5760.46734016494
37681,6406.42421886464
38537,7933.24167930576
39393,0
40249,4319.90153838912
18,9939.75403288255
874,10417.6354986422
1730,11577.9865646678
2586,13165.0077878168
3442,0
4298,6944.92910043491
5154,8027.39275330847
6010,8076.54401909576
6866,8315.2367551525
7722,8033.76240087147
8578,8312.70715688446
9434,0
10290,6944.92910043491
11146,10417.1933566878
12002,9939.75403288255
12858,10417.6354986422
13714,11577.9865646678
14570,13149.3195265411
15426,0
16282,6840.39956444027
17138,8174.35619600189
17994,8076.54401909576
18850,8315.2367551525
19706,8033.76240087147
20562,8312.70715688446
21418,0
22274,6840.39956444027
23130,10462.5442958566
23986,10108.128196924
24842,10417.6354986422
25698,11241.7493194902
26554,13149.3195265411
27410,0
28266,6840.39956444027
29122,8174.35619600189
29978,8076.54401909576
30834,8315.2367551525
31690,7888.14577491384
32546,8484.35399697617
33402,0
34258,6840.39956444027
35114,10261.980371523
35970,10147.0506028935
36826,9874.73688591241
37682,11133.0125433628
38538,13247.1082839824
39394,0
40250,6840.39956444027
19,10599.9649986833
875,10695.5361869188
1731,12678.348843765
2587,14199.2729357685
3443,0
4299,8058.75350283584
5155,8607.28757743195
6011,8808.98447633941
6867,8867.44952793054
7723,8938.88280974501
8579,9797.79171172402
9435,0
10291,8058.75350283584
11147,10068.8893007276
12003,10599.9649986833
12859,10695.5361869188
13715,12678.348843765
14571,13872.5254020858
15427,0
16283,8073.94609826331
17139,8718.45650188271
17995,9101.47411717335
18851,8540.57430746195
19707,8933.2303289337
20563,10119.2617530624
21419,0
22275,8073.94609826331
23131,10568.9025327063
23987,10758.8815614497
24843,11068.8897045175
25699,12487.9263315207
26555,13872.5254020858
27411,0
28267,8073.94609826331
29123,8718.45650188271
29979,9101.47411717335
30835,8540.57430746195
31691,9108.25721285935
32547,11178.672951515
33403,0
34259,8073.94609826331
35115,10599.95488882
35971,10791.4502272791
36827,10196.1791724241
37683,11480.88558108
38539,13591.0654403984
39395,0
40251,8073.94609826331
20,9976.60741207762
876,10153.9184530535
1732,12166.9091697848
2588,13710.9331654758
3444,0
4300,6823.99261870194
5156,7035.02390849726
6012,7299.83663689274
6868,7556.81445163752
7724,7475.53170905207
8580,7442.85726825006
9436,0
10292,6823.99261870194
11148,9773.21663981288
12004,9976.60741207762
12860,10153.9184530535
13716,12166.9091697848
14572,13710.9331654758
15428,0
16284,7005.45786528736
17140,7670.13381048352
17996,7389.11460117386
18852,7556.81445163752
19708,7566.95815290571
20564,7660.84695393454
21420,0
22276,7005.45786528736
23132,9710.80292682615
23988,10008.5883924759
24844,10153.9184530535
25700,12006.0038288945
26556,13710.9331654758
27412,0
28268,7005.45786528736
29124,7670.13381048352
29980,7389.11460117386
30836,7556.81445163752
31692,7297.44258434949
32548,7702.73021647313
33404,0
34260,7005.45786528736
35116,9744.11290945012
35972,9849.75840069206
36828,9775.67780433791
37684,11530.1058160541
38540,13602.2423290773
39396,0
40252,7005.45786528736
21,7945.48113891997
877,7972.44814116089
1733,9299.52702928322
2589,12050.6610866224
3445,0
4301,6445.0233278588
5157,5826.42513770414
6013,6191.31934152008
6869,6350.69250769843
7725,6368.98684886057
8581,6285.67678906119
9437,0
10293,6445.0233278588
11149,8030.94078054024
12005,7945.48113891997
12861,7972.44814116089
13717,9299.52702928322
14573,12050.6610866224
15429,0
16285,6416.37448750899
17141,6330.12692258403
17997,6191.31934152008
18853,6350.69250769843
19709,6368.98684886057
20565,6285.67678906119
21421,0
22277,6416.37448750899
23133,8113.05773501555
23989,8038.17494011266
24845,8218.29636008083
25701,9084.09181617596
26557,12050.6610866224
27413,0
28269,6416.37448750899
29125,6330.12692258403
29981,6191.31934152008
30837,6350.69250769843
31693,6292.19421298699
32549,6310.73177473918
33405,0
34261,6416.37448750899
35117,7985.5774851471
35973,7607.77595102896
36829,7667.92769356032
37685,8758.39985040883
38541,11879.6828162802
39397,0
40253,6416.37448750899
22,4997.89258308513
878,5038.65058138384
1734,6116.71347961835
2590,5954.39688717426
3446,0
4302,3852.60963794056
5158,3445.63958042735
6014,3737.70330931355
6870,3368.02972317208
7726,3656.07471984015
8582,3424.27485276819
9438,0
10294,3852.60963794056
11150,4529.59030914619
12006,4997.89258308513
12862,5038.65058138384
13718,6116.71347961835
14574,5805.02438359499
15430,0
16286,3644.88185225858
17142,3506.1809791521
17998,3805.74699497117
18854,3463.70313512829
19710,3709.70075610683
20566,3491.95959325168
21422,0
22278,3644.88185225858
23134,4625.78816745034
23990,4859.64261682617
24846,5147.16974718188
25702,6036.82255210744
26558,5805.02438359499
27414,0
28270,3644.88185225858
29126,3506.1809791521
29982,3805.74699497117
30838,3463.70313512829
31694,3688.07858529031
32550,3816.10078311216
33406,0
34262,3644.88185225858
35118,4590.7932334362
35974,5079.11588161583
36830,5143.39264582628
37686,6061.56911194438
38542,5935.43995602435
39398,0
40254,3644.88185225858
23,6195.36353669391
879,6156.89269170022
1735,6224.16607744992
2591,7280.79368307085
3447,0
4303,5468.92136597786
5159,5444.87663897314
6015,4932.57840779978
6871,4864.52482641686
7727,4769.50934338044
8583,5096.54426897486
9439,0
10295,5468.92136597786
11151,6272.19253283488
12007,6195.36353669391
12863,6156.89269170022
13719,6224.16607744992
14575,7411.2982428452
15431,0
16287,5445.05789837414
17143,5343.14642329823
17999,4938.54139571033
18855,4701.9789429595
19711,4607.03146306006
20567,5096.22051021342
21423,0
22279,5445.05789837414
23135,6429.84974291874
23991,6346.75093957442
24847,6242.86706838788
25703,6479.1997512737
26559,7785.94606358009
27415,0
28271,5445.05789837414
29127,5343.14642329823
29983,4938.54139571033
30839,4701.9789429595
31695,4607.03146306006
32551,5096.22051021342
33407,0
34263,5445.05789837414
35119,6429.84974291874
35975,6346.75093957442
36831,6242.86706838788
37687,6479.1997512737
38543,7785.94606358009
39399,0
40255,5445.05789837414
24,4467.1696732205
880,4534.29670634921
1736,5249.12034926106
2592,5673.45759008297
3448,0
4304,2431.26956111391
5160,3559.34263951329
6016,3504.36176252258
6872,3739.92724133775
7728,3903.5046638415
8584,3997.24182854242
9440,0
10296,2431.26956111391
11152,5037.90231388443
12008,4681.47255673497
12864,4751.14700137373
13720,4996.13089378517
14576,5717.07015785338
15432,0
16288,2474.23644951438
17144,3581.95438235746
18000,3504.36176252258
18856,3814.09843139351
19712,3883.57361471483
20568,3969.15547519052
21424,0
22280,2474.23644951438
23136,4882.45288554706
23992,4681.0528134907
24848,4676.36362642625
25704,4996.13089378517
26560,5717.07015785338
27416,0
28272,0
29128,3581.95438235746
29984,3504.36176252258
30840,3814.09843139351
31696,3883.57361471483
32552,3969.15547519052
33408,0
34264,0
35120,4882.45288554706
35976,4681.0528134907
36832,4676.36362642625
37688,4996.13089378517
38544,5717.07015785338
39400,0
40256,2474.23644951438
25,7609.53870905241
881,7822.99565905991
1737,9028.05191559332
2593,10244.9817611144
3449,0
4305,7483.93363503717
5161,6605.27555650728
6017,6540.2585003031
6873,6356.98021806812
7729,6532.08902914752
8585,6926.61629999286
9441,0
10297,7483.93363503717
11153,7769.53215389126
12009,7609.53870905241
12865,7822.99565905991
13721,9028.05191559332
14577,10244.9817611144
15433,0
16289,7579.7031956002
17145,7466.61147998795
18001,6467.80952717206
18857,6516.52713360052
19713,6382.30111436088
20569,6988.17048828788
21425,0
22281,7579.7031956002
23137,7951.8358556001
23993,8126.53565100903
24849,8444.51491777003
25705,9028.05191559332
26561,10244.9817611144
27417,0
28273,7579.7031956002
29129,7466.61147998795
29985,6467.80952717206
30841,6516.52713360052
31697,6626.78611286471
32553,7011.89480153913
33409,0
34265,7579.7031956002
35121,7778.68290604957
35977,7829.56905425317
36833,7722.07668295518
37689,8911.24680982096
38545,10239.7437135336
39401,0
40257,7579.7031956002
26,10860.6896868668
882,11238.5374907422
1738,12509.3631235168
2594,15727.7853759696
3450,0
4306,7923.55089859029
5162,8063.98962767844
6018,7980.53917488476
6874,7900.96825137965
7730,8012.00193740517
8586,8132.01824703717
9442,0
10298,7923.55089859029
11154,11382.0659576448
12010,10860.6896868668
12866,11238.5374907422
13722,12509.3631235168
14578,15792.4530472269
15434,0
16290,7923.55089859029
17146,7808.41969690364
18002,7980.53917488476
18858,7900.96825137965
19714,8012.00193740517
20570,8132.01824703717
21426,0
22282,7923.55089859029
23138,11382.0659576448
23994,10860.6896868668
24850,11386.8098176427
25706,12369.3982160732
26562,15792.4530472269
27418,0
28274,7923.55089859029
29130,7808.41969690364
29986,7980.53917488476
30842,7900.96825137965
31698,7744.97687740952
32554,8159.35367431311
33410,0
34266,7923.55089859029
35122,11047.1413633549
35978,10548.8608626143
36834,10205.7022387899
37690,12563.152767306
38546,16304.0537512044
39402,0
40258,7923.55089859029
27,9634.50645968948
883,9677.20067979601
1739,10385.8521615419
2595,11204.9263447965
3451,0
4307,9492.3310942893
5163,8615.33172059088
6019,8955.38936217695
6875,8951.92475462989
7731,8864.02231995969
8587,9916.70399320092
9443,0
10299,9492.3310942893
11155,10330.9341966635
12011,10149.6785025027
12867,9743.42706119055
13723,9866.86261368708
14579,11225.3760135704
15435,0
16291,9272.0176999174
17147,8383.12076337707
18003,8857.06374551377
18859,8951.92475462989
19715,8864.02231995969
20571,9737.57329467539
21427,0
22283,9272.0176999174
23139,10442.5568870319
23995,10308.4979945429
24851,9895.89026408867
25707,9866.86261368708
26563,11225.3760135704
27419,0
28275,0
29131,8383.12076337707
29987,8857.06374551377
30843,8951.92475462989
31699,8864.02231995969
32555,9737.57329467539
33411,0
34267,9272.0176999174
35123,10442.5568870319
35979,10308.4979945429
36835,9895.89026408867
37691,9866.86261368708
38547,11225.3760135704
39403,0
40259,9272.0176999174
28,5959.95915451684
884,6041.01706869868
1740,7089.81387333009
2596,8887.59218254343
3452,0
4308,5619.74369938458
5164,4585.30034409207
6020,4288.09094943322
6876,4211.41315491649
7732,4154.66524792125
8588,5034.61212095083
9444,0
10300,5619.74369938458
11156,6300.62978997393
12012,5959.95915451684
12868,6041.01706869868
13724,7089.81387333009
14580,8887.59218254343
15436,0
16292,5616.08805184436
17148,4936.12397807197
18004,4348.11975451198
18860,4370.68027987192
19716,4150.21661561942
20572,5036.81303120019
21428,0
22284,5616.08805184436
23140,6450.37256067577
23996,6227.51591658576
24852,6312.21210314901
25708,7089.81387333009
26564,8887.59218254343
27420,0
28276,5616.08805184436
29132,4936.12397807197
29988,4348.11975451198
30844,4370.68027987192
31700,4088.6257617226
32556,5135.28880262252
33412,0
34268,5616.08805184436
35124,6051.22347330358
35980,5900.78991686924
36836,6150.78525701991
37692,6896.91634914185
38548,8940.99573693544
39404,0
40260,5616.08805184436
29,5270.934061583
885,5652.84073994522
1741,6778.93758438283
2597,7849.07608760463
3453,0
4309,2588.16413783186
5165,3584.08413006562
6021,3564.51029141939
6877,3716.4904860962
7733,3748.04614513304
8589,4163.59469216635
9445,0
10301,2588.16413783186
11157,5319.38362499451
12013,5270.934061583
12869,5652.84073994522
13725,6778.93758438283
14581,7932.48050755914
15437,0
16293,2752.71365570789
17149,4137.87370538142
18005,3865.57543072288
18861,3839.95105149329
19717,3773.86478511595
20573,4099.2464339188
21429,0
22285,2752.71365570789
23141,5235.64456533471
23997,5271.740567648
24853,5836.57801402224
25709,6816.31002930254
26565,7932.48050755914
27421,0
28277,2752.71365570789
29133,4137.87370538142
29989,3865.57543072288
30845,3839.95105149329
31701,3896.26669444308
32557,4092.3091809808
33413,0
34269,2752.71365570789
35125,5434.0810451275
35981,5457.06507811691
36837,5673.89756895621
37693,6496.91912721518
38549,7685.1956396143
39405,0
