"","Part","Curr.Vol","Curr.Price","Curr.Profit","Max.price","Min.price","get.variables(lprecH)"
"47","0005-1477-120",1,479.05,0.199352886,526.955,431.145,431.145
"48","0005-1499-300",4,239.135,0.493696029,263.0485,215.2215,263.0485
"49","0005-1500-300",25,278.12,0.138292823,305.932,250.308,305.932
"50","0005-1516-808",33,3.973030303,0.279307452,4.3703333333,3.5757272727,4.3703333333
"51","0005-1562-000",1,836.73,0.142387628,920.403,753.057,753.057
"52","0005-1580-808",180,46.66294444,0.72136349,51.329238884,41.996649996,51.329238884
"53","0005-1583-300",6,290.4566667,0.301289923,319.50233337,261.41100003,319.50233337
"54","0005-1604-008",90,4.187222222,0.598195569,4.6059444442,3.7684999998,4.6059444442
"55","0005-1609-020",1,3403.32,0.119468637,3743.652,3062.988,3062.988
"56","0005-1654-010",16,683.838125,0.569598434,752.2219375,615.4543125,752.2219375
"57","0005-1655-000",28,575.0107143,0.232426725,632.51178573,517.50964287,632.51178573
"58","0005-1656-600",1,316.95,0.186496293,348.645,285.255,285.255
"59","0005-1683-900",25,2195.7584,0.448439865,2415.33424,1976.18256,2415.33424
"60","0005-1691-010",4,10.8575,0.452221966,11.94325,9.77175,11.94325
"61","0005-1774-000",1,667.08,0.346390238,733.788,600.372,600.372
"62","0005-1779-000",2,1084.44,0.338045443,1192.884,975.996,1192.884
"63","0005-1786-000",4,2837.9325,0.494292059,3121.72575,2554.13925,3121.72575
"64","0005-1794-000",2,79.78,0.402920531,87.758,71.802,87.758
"65","0005-1794-010",1,151.36,0.357161734,166.496,136.224,136.224
"66","0005-1818-000",2,49.17,0.786658532,54.087,44.253,54.087
"67","0005-1818-010",6,45.48333333,0.617625504,50.031666663,40.934999997,50.031666663
"68","0005-1818-030",3,34.42,0.372845245,37.862,30.978,37.862
"69","0005-1818-040",5,34.418,0.372711953,37.8598,30.9762,37.8598
"70","0005-1818-090",3,72.22,0.310671098,79.442,64.998,79.442
"71","0005-1818-240",8,30.11625,0.41651102,33.127875,27.104625,33.127875
"72","0005-1818-340",1,30.02,0.316455696,33.022,27.018,27.018
"73","0005-3301-000",2,5.32,0.481203008,5.852,4.788,5.852
"74","0005-3311-008",520,4.842365385,0.734169172,5.3266019235,4.3581288465,4.3581288465
"75","0005-3315-900",1,127.06,0.36667716,139.766,114.354,114.354
"76","0005-3330-000",36,243.61,0.432940401,267.971,219.249,267.971
"77","0005-3381-700",60,6.948166667,0.572884934,7.6429833337,6.2533500003,7.6429833337
"78","0005-3404-610",8000,0.53289,0.919746571,0.586179,0.479601,0.586179
"79","0005-3451-010",1,35.08,0.739167617,38.588,31.572,31.572
"80","0005-3488-008",80,4.014875,0.59285781,4.4163625,3.6133875,4.4163625
"81","0005-3498-610",1,0.36,0.888888889,0.396,0.324,0.324
"82","0005-3539-900",1800,0.58755,0.773806485,0.646305,0.528795,0.528795
"83","0005-3578-010",4,226.9,0.389114147,249.59,204.21,249.59
"84","0005-3764-900",1,48.97,-0.025934245,53.867,50.23999997765,50.23999997765
"85","0005-3764-910",1,30.08,0.215093085,33.088,27.072,27.072
"86","0005-3830-650",42,5.624761905,0.584871317,6.1872380955,5.0622857145,6.1872380955
"87","0005-3835-600",20,4.94,0.594534413,5.434,4.446,5.434
"88","0005-3929-050",1,395.77,0.444904869,435.347,356.193,356.193
"89","0005-3999-078",2250,8.180391111,0.076450026,8.9984302221,7.55499999787388,7.55499999787388
"90","0005-3999-088",850,18.71976471,0.358924195,20.591741181,16.847788239,16.847788239
"91","0005-4033-160",1,78.93,0.582794882,86.823,71.037,71.037
"92","0005-4063-000",1,135.05,0.738022954,148.555,121.545,121.545
"93","0005-4111-090",1,148.59,0.242008211,163.449,133.731,133.731
"94","0005-4127-900",36,127.2769444,0.55273605,140.00463884,114.54924996,140.00463884
"95","0005-4180-800",15,373.6546667,0.609093602,411.02013337,336.28920003,411.02013337
"96","0005-4186-280",1,674.35,0.647749685,741.785,606.915,606.915
"97","0005-4297-050",1,990.18,0.379991517,1089.198,891.162,891.162
"98","0005-4297-070",4,1541.475,0.33784038,1695.6225,1387.3275,1695.6225
"99","0005-4297-089",16,1118.81875,0.374580892,1230.700625,1006.936875,1230.700625
"100","0005-4340-000",20,7.098,0.649126515,7.8078,6.3882,7.8078
"101","0005-4342-000",5,8.662,0.43869776,9.5282,7.7958,9.5282
"102","0005-4352-900",3,2.396666667,0.561891516,2.6363333337,2.1570000003,2.6363333337
"103","0005-4360-000",3,244.0033333,0.520143167,268.40366663,219.60299997,268.40366663
"104","0005-4362-900",1,47.47,0.45692016,52.217,42.723,42.723
"105","0005-4362-910",1,11.32,0.386042403,12.452,10.188,10.188
"106","0005-4364-000",1,264.56,0.375755972,291.016,238.104,238.104
"107","0005-4427-018",50,7.9606,0.538426752,8.75666,7.16454,8.75666
"108","0005-4485-900",2,2.08,0.605769231,2.288,1.872,2.288
"109","0005-4504-000",5,14.55,0.711065292,16.005,13.095,16.005
"110","0005-4505-000",10,19.769,0.628104608,21.7459,17.7921,21.7459
"111","0005-4506-000",10,40.017,0.757902891,44.0187,36.0153,44.0187
"112","0005-4541-008",60,3.963,0.586340315,4.3593,3.5667,4.3593
"113","0005-4575-610",500,0.3482,0.382136703,0.38302,0.31338,0.31338
"114","0005-4602-000",9,298.6177778,0.215210079,328.47955558,268.75600002,328.47955558
"115","0005-4608-000",40,21.6465,0.570080613,23.81115,19.48185,23.81115
"116","0005-4612-808",129,3.322170543,0.341539108,3.6543875973,2.9899534887,3.6543875973
"117","0005-4640-008",115,17.79147826,0.53977967,19.570626086,16.012330434,19.570626086
"118","0005-4640-018",30,22.82,0.597925796,25.102,20.538,25.102
"119","0005-4640-028",10,37.438,0.520513916,41.1818,33.6942,41.1818
"120","0005-8000-460",96,104.4358333,-0.083686753,114.87941663,113.175729085726,114.87941663
"121","0005-8000-470",39,7.239230769,0.050933305,7.9631538459,6.87051282027714,7.9631538459
"122","0005-8000-500",11,153.2609091,0.503983107,168.58700001,137.93481819,168.58700001
"123","0005-8000-820",2,534.665,0.354951231,588.1315,481.1985,588.1315
"124","0005-8001-310",360,1.784722222,-0.041712062,1.9631944442,1.85916666597684,1.9631944442
"125","0005-8001-340",132,3.895,0.115921733,4.2845,3.5055,4.2845
"126","0005-8001-350",20,7.1815,0.26157488,7.89965,6.46335,7.89965
"127","0005-8001-360",215,12.87046512,0.106680158,14.157511632,11.583418608,14.157511632
"128","0006-3851-300",20,3.415,0.750366032,3.7565,3.0735,3.7565
"129","0006-3878-300",2,4.515,0.747508306,4.9665,4.0635,4.9665
"130","0006-4011-300",6,21.09166667,0.260608455,23.200833337,18.982500003,23.200833337
"131","0006-4037-300",90,5.265555556,0.698100865,5.7921111116,4.7390000004,5.7921111116
"132","0006-4040-400",25,11.552,0.252493075,12.7072,10.3968,12.7072
"133","0006-4044-300",10,5.588,0.703113815,6.1468,5.0292,6.1468
"134","0006-4046-300",2,15.18,0.971673254,16.698,13.662,16.698
"135","0006-4063-300",4,3.81,0.858267717,4.191,3.429,4.191
"136","0006-4081-300",5,21.398,0.545191139,23.5378,19.2582,23.5378
"137","0006-4299-300",8,14.01,0.728675946,15.411,12.609,15.411
"138","0007-1803-700",10,14.23,0.71813071,15.653,12.807,15.653
"139","0007-1814-750",1,10.96,0.52919708,12.056,9.864,9.864
"140","0007-1905-750",20,10.143,0.869072267,11.1573,9.1287,11.1573
"141","0007-1965-700",140,20.63714286,0.847431815,22.700857146,18.573428574,22.700857146
"142","0007-1972-700",24,44.70125,0.595331972,49.171375,40.231125,49.171375
"143","0007-2025-710",10,46.613,0.587754489,51.2743,41.9517,51.2743
"144","0007-2184-850",10,6.928,0.533775982,7.6208,6.2352,7.6208
"145","0007-2208-700",20,6.29,0.817488076,6.919,5.661,6.919
"146","0007-2210-700",40,2.685,0.437988827,2.9535,2.4165,2.9535
"147","0007-2211-700",93,4.767419355,0.433768636,5.2441612905,4.2906774195,5.2441612905
"148","0007-2212-700",20,13.285,0.649341362,14.6135,11.9565,14.6135
"149","0007-2219-700",40,8.23,0.285540705,9.053,7.407,9.053
"150","0007-2253-750",180,5.201111111,0.650138859,5.7212222221,4.6809999999,5.7212222221
"151","0007-2253-770",460,5.694195652,0.741204812,6.2636152172,5.1247760868,5.1247760868
"152","0007-2314-750",6,18.9,0.505467372,20.79,17.01,20.79
"153","0007-2401-750",5,2.95,0.391186441,3.245,2.655,3.245
"154","0007-2413-750",140,4.652214286,0.95220402,5.1174357146,4.1869928574,5.1174357146
"155","0007-2452-750",20,8.37,0.287694146,9.207,7.533,9.207
"156","0007-2481-750",40,3.03,0.753465347,3.333,2.727,3.333
"157","0007-2507-820",120,3.64425,0.927374174,4.008675,3.279825,4.008675
"158","0007-2510-750",450,3.294533333,0.986529874,3.6239866663,2.9650799997,2.9650799997
"159","0007-2521-700",5,11.9,0.789747899,13.09,10.71,13.09
"160","0007-2554-750",5,5.612,0.280470421,6.1732,5.0508,6.1732
"161","0007-2596-830",12,13.64,0.752565982,15.004,12.276,15.004
"162","0007-2606-750",6,8.583333333,0.879417476,9.4416666663,7.7249999997,9.4416666663
"163","0007-2677-820",440,2.785204545,0.761858522,3.0637249995,2.5066840905,2.5066840905
"164","0007-2754-700",75,10.70213333,0.639137368,11.772346663,9.631919997,11.772346663
"165","0007-2819-710",100,6.5811,0.78462567,7.23921,5.92299,7.23921
"166","0007-2833-700",7,110.0385714,0.6300518,121.04242854,99.03471426,121.04242854
"167","0007-2888-750",140,2.7455,0.532897989,3.02005,2.47095,3.02005
"168","0007-2896-700",4,26.5,0.794056604,29.15,23.85,29.15
"169","0007-2987-750",8,4.76,0.990808824,5.236,4.284,5.236
"170","0007-2993-930",10,8.15,0.672760736,8.965,7.335,8.965
"171","0007-3030-710",70,18.181,0.422741166,19.9991,16.3629,19.9991
"172","0007-3167-820",1,20.15,0.735980149,22.165,18.135,18.135
"173","0007-3196-700",180,7.699611111,0.685662335,8.4695722221,6.9296499999,8.4695722221
"174","0007-3239-890",543,7.098158379,0.521212672,7.8079742169,6.3883425411,6.3883425411
"175","0011-6306-000",10,55.894,0.750456221,61.4834,50.3046,61.4834
"176","0013-0122-300",96,2.694375,0.918735019,2.9638125,2.4249375,2.9638125
"177","0013-0250-300",100,2.725,0.775633028,2.9975,2.4525,2.9975
"178","0013-0275-300",14,0.778571429,0.944036697,0.8564285719,0.7007142861,0.8564285719
"179","0013-0278-300",26,1.141923077,0.908049848,1.2561153847,1.0277307693,1.2561153847
"180","0013-0279-300",72,2.798611111,0.566054591,3.0784722221,2.5187499999,3.0784722221
"181","0013-0289-300",40,4.9505,0.678921321,5.44555,4.45545,5.44555
"182","0013-0294-300",100,1.5863,0.9716321,1.74493,1.42767,1.74493
"183","0013-2707-300",1,182.23,0.52735554,200.453,164.007,164.007
"184","0013-2710-300",1,515.65,0.779171919,567.215,464.085,464.085
"185","0013-2845-300",12,88.96583333,0.84160586,97.862416663,80.069249997,97.862416663
"186","0013-2870-630",2,1.12,0.732142857,1.232,1.008,1.232
"187","0013-3030-700",28,10.75964286,0.799050685,11.835607146,9.683678574,11.835607146
"188","0015-0063-060",23,101.9791304,0.437139739,112.17704344,91.78121736,112.17704344
"189","0015-0063-120",16,633.391875,0.205264908,696.7310625,570.0526875,696.7310625
"190","0015-0070-070",12,91.83166667,0.837628632,101.014833337,82.648500003,101.014833337
"191","0015-0078-200",5,504.78,0.427857681,555.258,454.302,555.258
"192","0015-0112-000",10,477.263,0.270775233,524.9893,429.5367,524.9893
"193","0015-0125-030",9,175.1355556,0.286203703,192.64911116,157.62200004,192.64911116
"194","0015-1016-000",3,28.37666667,0.082227182,31.214333337,26.0433333351726,31.214333337
"195","0015-1021-000",9,82.25222222,0.270725546,90.477444442,74.026999998,90.477444442
"196","0018-0098-848",6495,2.454409546,0.618143085,2.6998505006,2.2089685914,2.6998505006
"197","0018-0101-848",410,2.44597561,0.661145735,2.690573171,2.201378049,2.201378049
"198","0018-0201-308",168,42.41714286,0.536703208,46.658857146,38.175428574,46.658857146
"199","0018-0346-880",2,21.36,0.147705993,23.496,19.224,23.496
"200","0018-0438-880",11,8.332727273,0.571459743,9.1660000003,7.4994545457,9.1660000003
"201","0018-0530-260",60,73.65483333,0.635260415,81.020316663,66.289349997,81.020316663
"202","0018-0531-260",24,65.21041667,0.432887128,71.731458337,58.689375003,71.731458337
"203","0018-0585-848",380,2.100368421,0.350590122,2.3104052631,1.8903315789,1.8903315789
"204","0018-0743-260",14,29.96142857,0.598459925,32.957571427,26.965285713,32.957571427
"205","0018-0821-300",2,13.93,0.354630294,15.323,12.537,15.323
"206","0018-0905-880",1,19.48,0.224332649,21.428,17.532,17.532
"207","0018-1025-860",16,8.80875,0.812260536,9.689625,7.927875,9.689625
"208","0018-1040-880",10,20.031,0.840547152,22.0341,18.0279,22.0341
"209","0018-1084-260",52,62.39634615,0.643978783,68.635980765,56.156711535,68.635980765
"210","0018-1170-870",33,4.078484848,0.171112267,4.4863333328,3.6706363632,4.4863333328
"211","0018-1171-880",6,16.07,0.737087741,17.677,14.463,17.677
"212","0018-1174-870",42,33.68095238,0.675547858,37.049047618,30.312857142,37.049047618
"213","0018-1181-870",111,5.402252252,0.213908113,5.9424774772,4.8620270268,5.9424774772
"214","0018-1189-700",20,25.319,0.305778269,27.8509,22.7871,27.8509
"215","0018-1484-700",527,71.74903226,0.390390656,78.923935486,64.574129034,64.574129034
"216","0018-1487-700",59,58.32644068,0.287740537,64.159084748,52.493796612,64.159084748
"217","0018-1624-700",12,69.5625,0.587085954,76.51875,62.60625,76.51875
"218","0018-1637-700",149,11.70630872,0.69902651,12.876939592,10.535677848,12.876939592
"219","0018-1678-700",13,46.01384615,0.276254639,50.615230765,41.412461535,50.615230765
"220","0018-1681-700",415,37.87098795,0.286416279,41.658086745,34.083889155,34.083889155
"221","0018-1884-800",25,43.6912,0.861033801,48.06032,39.32208,48.06032
"222","0018-1970-700",2,106.66,0.396399775,117.326,95.994,117.326
"223","0018-2018-700",138,58.87775362,0.397393026,64.765528982,52.989978258,64.765528982
"224","0018-2070-030",12,39.91416667,0.577781489,43.905583337,35.922750003,43.905583337
"225","0018-2098-820",5,9.99,0.788788789,10.989,8.991,10.989
"226","0018-2128-900",2,11.68,0.616866438,12.848,10.512,12.848
"227","0018-2315-308",588,43.04207483,0.525452077,47.346282313,38.737867347,38.737867347
"228","0018-2425-700",55,28.22727273,0.629024155,31.050000003,25.404545457,31.050000003
"229","0018-2513-030",6,31.41833333,0.318285502,34.560166663,28.276499997,34.560166663
"230","0018-2647-050",48,23.12333333,0.423733242,25.435666663,20.810999997,25.435666663
"231","0018-2648-050",216,34.00759259,0.269894795,37.408351849,30.606833331,37.408351849
"232","0018-2649-050",120,56.976,0.389737199,62.6736,51.2784,62.6736
"233","0018-2659-050",108,26.20472222,0.552837169,28.825194442,23.584249998,28.825194442
"234","0018-2661-300",1,95.95,0.599374674,105.545,86.355,86.355
"235","0018-2662-300",4,90.9775,0.612486604,100.07525,81.87975,100.07525
"236","0018-2675-308",642,48.11352025,0.389531119,52.924872275,43.302168225,43.302168225
"237","0018-2825-700",10,51.25,0.576429268,56.375,46.125,56.375
"238","0018-3050-820",35,14.56571429,0.861494704,16.022285719,13.109142861,16.022285719
"239","0018-3100-820",40,19.534,0.681350466,21.4874,17.5806,21.4874
"240","0018-3149-820",20,8.0615,0.862990759,8.86765,7.25535,8.86765
"241","0018-3196-848",6295,2.466007943,0.620875935,2.7126087373,2.2194071487,2.7126087373
"242","0018-3197-828",55,20.63854545,0.035943336,22.702399995,19.8967272763394,22.702399995
"243","0018-3329-750",80,5.98,0.785096154,6.578,5.382,6.578
"244","0018-3347-820",12,9.535,0.592815941,10.4885,8.5815,10.4885
"245","0018-3473-750",9,27.30333333,0.744312864,30.033666663,24.572999997,30.033666663
"246","0018-3615-300",2,806.975,0.452919855,887.6725,726.2775,887.6725
"247","0018-3644-828",23,25.30391304,0.037904431,27.834304344,24.3447826141453,27.834304344
"248","0018-3666-300",164,5.433109756,0.503350056,5.9764207316,4.8897987804,5.9764207316
"249","0018-3737-800",10,19.01,0.659126775,20.911,17.109,20.911
"250","0018-3749-170",10,2.09,0.871770335,2.299,1.881,2.299
"251","0018-3817-300",81,8.091481481,0.726690163,8.9006296291,7.2823333329,8.9006296291
"252","0018-3955-300",2,109.245,0.905533434,120.1695,98.3205,120.1695
"253","0018-3958-300",13,205.8246154,0.750287773,226.40707694,185.24215386,226.40707694
"254","0018-4052-820",30,8.5,0.802666667,9.35,7.65,9.35
"255","0018-4119-300",6,137.53,0.895016845,151.283,123.777,151.283
"256","0018-4240-860",2,12.365,0.608572584,13.6015,11.1285,13.6015
"257","0018-4526-300",2,226.04,0.831224562,248.644,203.436,248.644
"258","0018-4631-300",1,123.61,0.596634576,135.971,111.249,111.249
"259","0018-4715-030",10,42.367,0.569712276,46.6037,38.1303,46.6037
"260","0018-4810-700",102,46.39215686,0.646654691,51.031372546,41.752941174,51.031372546
"261","0018-4811-730",5,31.13,0.150401542,34.243,28.017,34.243
"262","0018-4834-820",10,10.35,0.775942029,11.385,9.315,11.385
"263","0018-4875-880",1,10.59,0.793201133,11.649,9.531,9.531
"264","0018-4944-820",29,8.154827586,0.897670092,8.9703103446,7.3393448274,8.9703103446
"265","0018-5287-820",10,13.102,0.561822623,14.4122,11.7918,14.4122
"266","0018-5318-300",1,3.35,0.737313433,3.685,3.015,3.015
"267","0018-5324-820",5,10.622,0.814535869,11.6842,9.5598,11.6842
"268","0018-5447-880",9,13.64,0.656402737,15.004,12.276,15.004
"269","0018-5573-860",1,11.52,0.633680556,12.672,10.368,10.368
"270","0018-5809-880",13,111.2069231,0.539783771,122.32761541,100.08623079,122.32761541
"271","0018-5810-880",4,123.8175,0.635734044,136.19925,111.43575,136.19925
"272","0018-5812-880",4,183.5925,0.760679222,201.95175,165.23325,201.95175
"273","0018-5814-880",3,67.34333333,0.634262238,74.077666663,60.608999997,74.077666663
"274","0018-5884-700",45,66.54,0.779217179,73.194,59.886,73.194
"275","0018-5885-700",15,42.43666667,0.659429738,46.680333337,38.193000003,46.680333337
"276","0018-6031-828",100,40.4046,-0.037532855,44.44506,41.921099993133,44.44506
"277","0018-6033-828",25,74.8208,0.006896478,82.30288,74.3047999988576,82.30288
"278","0018-6081-750",4,5.8,0.718534483,6.38,5.22,6.38
"279","0018-6094-870",33,62.45030303,0.721829722,68.695333333,56.205272727,68.695333333
"280","0018-6095-870",32,22.5146875,0.579246881,24.76615625,20.26321875,24.76615625
"281","0018-6155-840",20,2.3825,0.80524659,2.62075,2.14425,2.62075
"282","0018-6191-630",1,8.62,0.682134571,9.482,7.758,7.758
"283","0018-6276-820",5,4.13,0.820338983,4.543,3.717,4.543
"284","0018-6286-890",1503,5.070425815,0.930016993,5.5774683965,4.5633832335,4.5633832335
"285","0018-6332-820",10,4.888,0.652209493,5.3768,4.3992,5.3768
"286","0018-6375-860",14,8.63,0.330077802,9.493,7.767,9.493
"287","0018-6378-880",6,3.625,0.691494253,3.9875,3.2625,3.9875
"288","0018-6380-880",1,50.48,0.55110935,55.528,45.432,45.432
"289","0018-6402-308",654,92.44324159,0.090257382,101.687565749,84.0995566204931,84.0995566204931
"290","0018-6428-300",2,846.635,0.248489609,931.2985,761.9715,931.2985
"291","0018-6434-870",255,12.81588235,0.162717829,14.097470585,11.534294115,14.097470585
"292","0018-6542-870",294,55.4864966,0.557409016,61.03514626,49.93784694,61.03514626
"293","0018-6592-860",2,21.655,0.791503117,23.8205,19.4895,23.8205
"294","0018-6641-860",2,75.145,0.908044447,82.6595,67.6305,82.6595
"295","0018-6642-860",1,15.69,0.799235182,17.259,14.121,14.121
"296","0018-6667-860",18,26.34333333,0.863511747,28.977666663,23.708999997,28.977666663
"297","0018-6668-860",16,30.086875,0.871974906,33.0955625,27.0781875,33.0955625
"298","0018-6669-820",1,11.31,0.658709107,12.441,10.179,10.179
"299","0018-6691-300",80,4.986,0.779031288,5.4846,4.4874,5.4846
"300","0018-6699-700",4,68.0975,0.685891553,74.90725,61.28775,74.90725
"301","0018-6707-860",2,43.41,0.306265837,47.751,39.069,47.751
"302","0018-6716-880",1,415.19,0.179508177,456.709,373.671,373.671
"303","0018-6745-000",10,517.499,0.708967554,569.2489,465.7491,569.2489
"304","0018-6753-860",98,11.96642857,0.819205089,13.163071427,10.769785713,13.163071427
"305","0018-6793-820",10,6.9,0.619565217,7.59,6.21,7.59
"306","0018-7235-860",14,22.86214286,0.864935795,25.148357146,20.575928574,25.148357146
"307","0018-7235-870",10,5.857,0.477377497,6.4427,5.2713,6.4427
"308","0018-7332-870",54,12.63259259,0.542805207,13.895851849,11.369333331,13.895851849
"309","0018-7365-868",45,103.1588889,0.212257251,113.47477779,92.84300001,113.47477779
"310","0018-7418-260",1,332.61,0.08523496,365.871,304.2599999544,304.2599999544
"311","0018-7423-050",6,64.81166667,0.144907038,71.292833337,58.330500003,71.292833337
"312","0018-7480-600",3,2397.98,0.51959844,2637.778,2158.182,2637.778
"313","0018-7531-860",120,1.468833333,0.642743674,1.6157166663,1.3219499997,1.6157166663
"314","0018-7585-600",2,748.66,0.381040793,823.526,673.794,823.526
"315","0018-7825-888",40,4.9445,0.544797249,5.43895,4.45005,5.43895
"316","0018-7826-888",420,7.683642857,0.533907838,8.4520071427,6.9152785713,6.9152785713
"317","0018-7915-750",5,40.256,0.185959857,44.2816,36.2304,44.2816
"318","0018-8187-860",16,13.223125,0.754974713,14.5454375,11.9008125,14.5454375
"319","0018-8196-860",2,13.49,0.671608599,14.839,12.141,14.839
"320","0018-8216-860",6,13,0.544487179,14.3,11.7,14.3
"321","0018-8218-860",6,8.781666667,0.277472006,9.6598333337,7.9035000003,9.6598333337
"322","0018-8317-800",1,173.7,0.251007484,191.07,156.33,156.33
"323","0018-8332-860",6,12.34333333,0.536997029,13.577666663,11.108999997,13.577666663
"324","0018-8533-000",6,172.835,0.278329042,190.1185,155.5515,190.1185
"325","0018-8533-020",8,383.16875,0.31027452,421.485625,344.851875,421.485625
"326","0018-8534-000",5,153.486,0.238536414,168.8346,138.1374,168.8346
"327","0019-0258-300",10,3.62,0.864088398,3.982,3.258,3.982
"328","0019-0359-030",6,0.413333333,0.258064516,0.4546666663,0.3719999997,0.4546666663
"329","0019-0967-300",10,2.36,0.925847458,2.596,2.124,2.596
"330","0019-1027-300",6,2.383333333,0.702797203,2.6216666663,2.1449999997,2.6216666663
"331","0019-1144-300",4,9.08,0.690528634,9.988,8.172,9.988
"332","0019-1689-300",130,1.692076923,0.922080284,1.8612846153,1.5228692307,1.8612846153
"333","0019-1694-300",140,2.158214286,0.937911633,2.3740357146,1.9423928574,2.3740357146
"334","0019-1869-300",8,6.20375,0.654442877,6.824125,5.583375,6.824125
"335","0019-2507-840",20,0.652,0.726993865,0.7172,0.5868,0.7172
"336","0019-5325-050",12,2.075833333,0.847049378,2.2834166663,1.8682499997,2.2834166663
"337","0019-5565-300",10,4.664,0.758147513,5.1304,4.1976,5.1304
"338","0019-6093-300",10,1.46,0.85,1.606,1.314,1.606
"339","0019-6095-300",14,1.069285714,0.751503006,1.1762142854,0.9623571426,1.1762142854
"340","0019-6097-300",20,1.809,0.830845771,1.9899,1.6281,1.9899
"341","0019-6110-300",60,1.9125,0.677037037,2.10375,1.72125,2.10375
"342","0019-6208-300",2,19.02,0.661934805,20.922,17.118,20.922
"343","0019-6471-300",10,8.935,0.65965305,9.8285,8.0415,9.8285
"344","0019-6551-300",60,11.1535,0.300503579,12.26885,10.03815,12.26885
"345","0019-6617-300",1,19.45,0.448329049,21.395,17.505,17.505
"346","0019-6903-300",26,1.802307692,0.745411865,1.9825384612,1.6220769228,1.9825384612
"347","0019-9095-300",20,0.731,0.892612859,0.8041,0.6579,0.8041
"348","0019-9099-300",20,0.731,0.940492476,0.8041,0.6579,0.8041
